complexes	complex	subunits	reactions	genes	coefficients	cofactors	notes	stoichiometry	compartment	molar_mass
cplx_HOMODECAMER_Glul_pc	cplx_HOMODECAMER_Glul	protein_Glul_pc	GLNS	Glul	10			protein_Glul_pc(10)	pc	421173.15000000084
cplx_MONOMER_Gmds_pc	cplx_MONOMER_Gmds	protein_Gmds_pc	GMAND	Gmds	1		ASSUMED MONOMER	protein_Gmds_pc(1)	pc	41982.41100000005
cplx_HETERODIMER_Gmppab_pc	cplx_HETERODIMER_Gmppab	protein_Gmppa_pc;protein_Gmppb_pc	MAN1PT	Gmppa;Gmppb	1;1			protein_Gmppa_pc(1);protein_Gmppb_pc(1)	pc	86155.84300000026
cplx_HOMOTETRAMER_Gmpr_pc	cplx_HOMOTETRAMER_Gmpr	protein_Gmpr_pc	GMPR	Gmpr	4			protein_Gmpr_pc(4)	pc	149918.6080000003
cplx_HOMOTETRAMER_Gmpr2_pc	cplx_HOMOTETRAMER_Gmpr2	protein_Gmpr2_pc	GMPR	Gmpr2	4			protein_Gmpr2_pc(4)	pc	152073.16800000035
cplx_HOMODIMER_Gmps_pc	cplx_HOMODIMER_Gmps	protein_Gmps_pc	GMPS2;GLUN;THIOGMPS;THIOGMPS2;GMPS	Gmps	2			protein_Gmps_pc(2)	pc	153433.41800000033
cplx_HOMOHEXAMER_Gnpda1_pc	cplx_HOMOHEXAMER_Gnpda1	protein_Gnpda1_pc	G6PDA	Gnpda1	6			protein_Gnpda1_pc(6)	pc	195263.85600000015
cplx_HOMOHEXAMER_Gnpda2_pc	cplx_HOMOHEXAMER_Gnpda2	protein_Gnpda2_pc	G6PDA	Gnpda2	6			protein_Gnpda2_pc(6)	pc	186482.51400000002
cplx_HOMODIMER_Got1_pc	cplx_HOMODIMER_Got1	protein_Got1_pc	UNK3;PHETA1;2ABUTTA;ASPTA;GOATA;EHGLAT;3SALATA;CYSTA;LCYSTAT;OPHGLXTA;OPHOXATA;GTHGLXTA;GTHOXATA;TYRTA	Got1	2			protein_Got1_pc(2)	pc	92492.33400000022
cplx_HOMODIMER_Got2_pc	cplx_HOMODIMER_Got2	protein_Got2_pc	PHETA1;CYSTA;LCYSTAT;KYNAKGAT;TYRTA;3HKYNAKGAT	Got2	2			protein_Got2_pc(2)	pc	94842.08000000032
cplx_MONOMER_Gpcpd1_pc	cplx_MONOMER_Gpcpd1	protein_Gpcpd1_pc	GPDDA1;GPDDA2	Gpcpd1	1		ASSUMED MONOMER	protein_Gpcpd1_pc(1)	pc	76557.49300000015
cplx_HOMOTRIMER_Gphn_pc	cplx_HOMOTRIMER_Gphn	protein_Gphn_pc	MPMOBDT;MPTAT	Gphn	3			protein_Gphn_pc(3)	pc	249781.47900000066
cplx_HOMODIMER_Gpi1_pc	cplx_HOMODIMER_Gpi1	protein_Gpi1_pc	PGI;G6PM	Gpi1	2			protein_Gpi1_pc(2)	pc	125536.70600000046
cplx_HOMODIMER_Gpt_pc	cplx_HOMODIMER_Gpt	protein_Gpt_pc	ALATA_L;VANILPYR	Gpt	2			protein_Gpt_pc(2)	pc	110278.20600000035
cplx_HOMOTETRAMER_Gpx1_pc	cplx_HOMOTETRAMER_Gpx1	protein_Gpx1_pc	GTHP;HPETE11GTHR;HPETE12GTHR;HPETE15GTHR;HPETE5GTHR;HPETE8GTHR;HPETE9GTHR;HPDHA10GTHR;HPDHA11GTHR;HPDHA13GTHR;HPDHA14GTHR;HPDHA16GTHR;HPDHA17GTHR;HPDHA20GTHR;HPDHA4GTHR;HPDHA7GTHR;HPDHA8GTHR;HPEPE11GTHR;HPEPE12GTHR;HPEPE15GTHR;HPEPE18GTHR;HPEPE5GTHR;HPEPE8GTHR;HPEPE9GTHR;HPODE13GTHR;HPODE9GTHR;PGG1GTHR;PGG2GTHR;PGG3GTHR;SELDIGTHOXy;SELGTHGTHR	Gpx1	4			protein_Gpx1_pc(4)	pc	89128.78
cplx_MONOMER_Gpx4_pc	cplx_MONOMER_Gpx4	protein_Gpx4_pc	GTHP;HPETE11GTHR;HPETE12GTHR;HPETE15GTHR;HPETE5GTHR;HPETE8GTHR;HPETE9GTHR;HPDHA10GTHR;HPDHA11GTHR;HPDHA13GTHR;HPDHA14GTHR;HPDHA16GTHR;HPDHA17GTHR;HPDHA20GTHR;HPDHA4GTHR;HPDHA7GTHR;HPDHA8GTHR;HPEPE11GTHR;HPEPE12GTHR;HPEPE15GTHR;HPEPE18GTHR;HPEPE5GTHR;HPEPE8GTHR;HPEPE9GTHR;HPODE13GTHR;HPODE9GTHR;PGG1GTHR;PGG2GTHR;PGG3GTHR	Gpx4	1			protein_Gpx4_pc(1)	pc	22187.697999999997
cplx_HOMODIMER_Grhpr_pc	cplx_HOMODIMER_Grhpr	protein_Grhpr_pc	HPYRRx_R;HPYRRy_R;GLYCLTDy;LALDO2x;LALDO2y	Grhpr	2			protein_Grhpr_pc(2)	pc	70659.17200000012
cplx_HOMOTETRAMER_Gria1_pc	cplx_HOMOTETRAMER_Gria1	protein_Gria1_pc	CA2t;NAt;Kt1;LIt;MG2tec	Gria1	4			protein_Gria1_pc(4)	pc	406280.78799999855
cplx_MONOMER_Gsk3a_pc	cplx_MONOMER_Gsk3a	protein_Gsk3a_pc	PROTSK;PROTTK	Gsk3a	1			protein_Gsk3a_pc(1)	pc	51668.118000000126
cplx_HOMODIMER_Gsr_pc	cplx_HOMODIMER_Gsr	protein_Gsr_pc	GTHOy;GTHOx	Gsr	2			protein_Gsr_pc(2)	pc	102144.1380000003
cplx_HOMODIMER_Gss_pc	cplx_HOMODIMER_Gss	protein_Gss_pc	GTHS;GTHS2	Gss	2			protein_Gss_pc(2)	pc	104473.98800000046
cplx_HOMODIMER_Gstm1_pc	cplx_HOMODIMER_Gstm1	protein_Gstm1_pc	23E1QN1GST;23E1QN4GST;23E2QN1GST;23E2QN4GST;34E1QN2GST;34E2QN2GST;ADRNCHRGST;ADRNLQGST_L;DOPAQGST_L;DPAMCHRGST;DPAMQGST_L;DPCHRGST_L;IND56QNGST;NRPPHRCHRGST;NRPPHRQGST_L;PROSTGA1GST;PROSTGA2GST;PROSTGA3GST	Gstm1	2			protein_Gstm1_pc(2)	pc	51941.560000000005
cplx_HOMODIMER_Gstm2_pc	cplx_HOMODIMER_Gstm2	protein_Gstm2_pc	23E1QN1GST;23E1QN4GST;23E2QN1GST;23E2QN4GST;34E1QN2GST;34E2QN2GST;ADRNCHRGST;ADRNLQGST_L;DOPAQGST_L;DPAMCHRGST;DPAMQGST_L;DPCHRGST_L;IND56QNGST;NRPPHRCHRGST;NRPPHRQGST_L;PROSTGA1GST;PROSTGA2GST;PROSTGA3GST	Gstm2	2			protein_Gstm2_pc(2)	pc	51432.972
cplx_HOMODIMER_Gstm3_pc	cplx_HOMODIMER_Gstm3	protein_Gstm3_pc	23E1QN1GST;23E1QN4GST;23E2QN1GST;23E2QN4GST;34E1QN2GST;34E2QN2GST;ADRNCHRGST;ADRNLQGST_L;DOPAQGST_L;DPAMCHRGST;DPAMQGST_L;DPCHRGST_L;IND56QNGST;NRPPHRCHRGST;NRPPHRQGST_L;PROSTGA1GST;PROSTGA2GST;PROSTGA3GST	Gstm3	2			protein_Gstm3_pc(2)	pc	51404.8
cplx_HOMODIMER_Gstm4_pc	cplx_HOMODIMER_Gstm4	protein_Gstm4_pc	23E1QN1GST;23E1QN4GST;23E2QN1GST;23E2QN4GST;34E1QN2GST;34E2QN2GST;GTHLEUKTRA4;GTHLEUKTRA5;ADRNCHRGST;ADRNLQGST_L;DOPAQGST_L;DPAMCHRGST;DPAMQGST_L;DPCHRGST_L;IND56QNGST;NRPPHRCHRGST;NRPPHRQGST_L;PROSTGA1GST;PROSTGA2GST;PROSTGA3GST	Gstm4	2			protein_Gstm4_pc(2)	pc	51036.43999999998
cplx_HOMODIMER_Gstm5_pc	cplx_HOMODIMER_Gstm5	protein_Gstm5_pc	23E1QN1GST;23E1QN4GST;23E2QN1GST;23E2QN4GST;34E1QN2GST;34E2QN2GST;ADRNCHRGST;ADRNLQGST_L;DOPAQGST_L;DPAMCHRGST;DPAMQGST_L;DPCHRGST_L;IND56QNGST;NRPPHRCHRGST;NRPPHRQGST_L;PROSTGA1GST;PROSTGA2GST;PROSTGA3GST	Gstm5	2			protein_Gstm5_pc(2)	pc	53269.42799999998
cplx_HOMODIMER_Gstm6_pc	cplx_HOMODIMER_Gstm6	protein_Gstm6_pc	23E1QN1GST;23E1QN4GST;23E2QN1GST;23E2QN4GST;34E1QN2GST;34E2QN2GST;ADRNCHRGST;ADRNLQGST_L;DOPAQGST_L;DPAMCHRGST;DPAMQGST_L;DPCHRGST_L;IND56QNGST;NRPPHRCHRGST;NRPPHRQGST_L;PROSTGA1GST;PROSTGA2GST;PROSTGA3GST	Gstm6	2			protein_Gstm6_pc(2)	pc	51236.348000000005
cplx_HOMODIMER_Gstm7_pc	cplx_HOMODIMER_Gstm7	protein_Gstm7_pc	23E1QN1GST;23E1QN4GST;23E2QN1GST;23E2QN4GST;34E1QN2GST;34E2QN2GST;ADRNCHRGST;ADRNLQGST_L;DOPAQGST_L;DPAMCHRGST;DPAMQGST_L;DPCHRGST_L;IND56QNGST;NRPPHRCHRGST;NRPPHRQGST_L;PROSTGA1GST;PROSTGA2GST;PROSTGA3GST	Gstm7	2			protein_Gstm7_pc(2)	pc	51416.77599999998
cplx_HOMODIMER_Gsto1_pc	cplx_HOMODIMER_Gsto1	protein_Gsto1_pc	GTHDH;23E1QN1GST;23E1QN4GST;23E2QN1GST;23E2QN4GST;34E1QN2GST;34E2QN2GST;ADRNCHRGST;ADRNLQGST_L;DOPAQGST_L;DPAMCHRGST;DPAMQGST_L;DPCHRGST_L;IND56QNGST;NRPPHRCHRGST;NRPPHRQGST_L;PROSTGA1GST;PROSTGA2GST;PROSTGA3GST	Gsto1	2			protein_Gsto1_pc(2)	pc	54994.75400000001
cplx_HOMODIMER_Gstp1_pc	cplx_HOMODIMER_Gstp1	protein_Gstp1_pc	23E1QN1GST;23E1QN4GST;23E2QN1GST;23E2QN4GST;34E1QN2GST;34E2QN2GST;ADRNCHRGST;ADRNLQGST_L;DOPAQGST_L;DPAMCHRGST;DPAMQGST_L;DPCHRGST_L;IND56QNGST;NRPPHRCHRGST;NRPPHRQGST_L;PROSTGA1GST;PROSTGA2GST;PROSTGA3GST	Gstp1	2			protein_Gstp1_pc(2)	pc	47219.96400000001
cplx_COMPLEX_Prdx6_Gstp1_pc	cplx_COMPLEX_Prdx6_Gstp1	protein_Gstp1_pc;protein_Prdx6_pc	PRDX1GTHG	Gstp1;Prdx6	2;2			protein_Gstp1_pc(2);protein_Prdx6_pc(2)	pc	96954.72000000003
cplx_HOMODIMER_Gstp2_pc	cplx_HOMODIMER_Gstp2	protein_Gstp2_pc	23E1QN1GST;23E1QN4GST;23E2QN1GST;23E2QN4GST;34E1QN2GST;34E2QN2GST;ADRNCHRGST;ADRNLQGST_L;DOPAQGST_L;DPAMCHRGST;DPAMQGST_L;DPCHRGST_L;IND56QNGST;NRPPHRCHRGST;NRPPHRQGST_L;PROSTGA1GST;PROSTGA2GST;PROSTGA3GST	Gstp2	2			protein_Gstp2_pc(2)	pc	47075.668000000005
cplx_COMPLEX_Prdx6_Gstp2_pc	cplx_COMPLEX_Prdx6_Gstp2	protein_Gstp2_pc;protein_Prdx6_pc	PRDX1GTHG	Gstp2;Prdx6	2;2			protein_Gstp2_pc(2);protein_Prdx6_pc(2)	pc	96810.42400000003
cplx_HOMODIMER_Gstt1_pc	cplx_HOMODIMER_Gstt1	protein_Gstt1_pc	23E1QN1GST;23E1QN4GST;23E2QN1GST;23E2QN4GST;34E1QN2GST;34E2QN2GST;ADRNCHRGST;ADRNLQGST_L;DOPAQGST_L;DPAMCHRGST;DPAMQGST_L;DPCHRGST_L;IND56QNGST;NRPPHRCHRGST;NRPPHRQGST_L;PROSTGA1GST;PROSTGA2GST;PROSTGA3GST	Gstt1	2			protein_Gstt1_pc(2)	pc	54745.95000000004
cplx_HOMODIMER_Gstz1_pc	cplx_HOMODIMER_Gstz1	protein_Gstz1_pc	MACACI	Gstz1	2			protein_Gstz1_pc(2)	pc	48552.00200000003
cplx_HETERODIMER_Gucy1_A1b1_pc	cplx_HETERODIMER_Gucy1_A1b1	protein_Gucy1a1_pc;protein_Gucy1b1_pc	GUACYC;GUACYC2	Gucy1a1;Gucy1b1	1;1			protein_Gucy1a1_pc(1);protein_Gucy1b1_pc(1)	pc	148153.69000000053
cplx_MONOMER_Guk1_pc	cplx_MONOMER_Guk1	protein_Guk1_pc	GK1;DGK1;DGK2;GK2;GK3;RBVMPK;THGMPK	Guk1	1			protein_Guk1_pc(1)	pc	21915.712
cplx_HOMOTETRAMER_Gusb_pc	cplx_HOMOTETRAMER_Gusb	protein_Gusb_pc	E217BGLCRHYD	Gusb	4			protein_Gusb_pc(4)	pc	296741.9240000007
cplx_HETEROOCTOMER_Gys1_Gyg1_pc	cplx_HETEROOCTOMER_Gys1_Gyg1	protein_Gyg1_pc;protein_Gys1_pc	GGNG;GLGNS1	Gyg1;Gys1	4;4			protein_Gyg1_pc(4);protein_Gys1_pc(4)	pc	485189.6720000008
cplx_MONOMER_Hacd3_pc	cplx_MONOMER_Hacd3	protein_Hacd3_pc	FACOA3OHDH_20_11Z3OH;FACOA3OHDH_20_13Z3OH;FACOA3OHDH_20_8Z11Z3OH;FACOA3OHDH_20_9Z3OH;FACOA3OHDH_22_11Z3OH;FACOA3OHDH_22_13Z3OH;FACOA3OHDH_24_15Z3OH;FACOA3OHDH_26_17Z3OH;FACOA3OHDH_16_3OH;FACOA3OHDH_18_3OH;FACOA3OHDH_20_3OH;FACOA3OHDH_22_3OH;FACOA3OHDH_24_3OH;FACOA3OHDH_26_3OH;FACOA3OHDH_17_3OH;FACOA3OHDH_19_3OH;FACOA3OHDH_21_3OH;FACOA3OHDH_23_3OH;FACOA3OHDH_20_11Z14Z17Z3OH;FACOA3OHDH_20_5Z8Z11Z14Z3OH;FACOA3OHDH_22_10Z13Z16Z19Z3OH;FACOA3OHDH_22_13Z16Z19Z3OH;FACOA3OHDH_22_7Z10Z13Z16Z19Z3OH;FACOA3OHDH_24_12Z15Z18Z21Z3OH;FACOA3OHDH_24_9Z12Z15Z18Z21Z3OH;FACOA3OHDH_20_11Z14Z3OH;FACOA3OHDH_20_8Z11Z14Z3OH;FACOA3OHDH_22_10Z13Z16Z3OH;FACOA3OHDH_22_13Z16Z3OH;FACOA3OHDH_22_7Z10Z13Z16Z3OH;FACOA3OHDH_24_9Z12Z15Z18Z3OH	Hacd3	1		ASSUMED MONOMER	protein_Hacd3_pc(1)	pc	43139.078000000045
cplx_MONOMER_Hagh_pc	cplx_MONOMER_Hagh	protein_Hagh_pc	GLYOX	Hagh	1			protein_Hagh_pc(1)	pc	28897.730000000003
cplx_MONOMER_Hal_pc	cplx_MONOMER_Hal	protein_Hal_pc	HISD	Hal	1		ASSUMED MONOMER	protein_Hal_pc(1)	pc	72245.12600000025
cplx_HOMODIMER_Hars1_pc	cplx_HOMODIMER_Hars1	protein_Hars1_pc	HISTRS	Hars1	2			protein_Hars1_pc(2)	pc	114853.54000000056
cplx_MONOMER_Hba_a1_pc	cplx_MONOMER_Hba_a1	protein_Hba_a1_pc	CCLMETHBH;GLOBINRCCL;HB23DPGB;HBCOB;HBFE4OAR;HBFE4OCPP;HBFE4OPX;HBFE4ORPX;HBNO2R;HBNONT;HBNOOXDNT;HBO2B1;HBO2B2;METHBFMNR;METHBHEMED;METHBNO2A;METHBONOOD1;METHBONOOD2;METHBONOOX;METHBPX;METHBRCCL;METHBRHEMED;OXYHBAOX;OXYHBNO2OX;OXYHBNOD;OXYHBONOOX;OXYHBPX;HEMEGTHOHDEG;HBGLYC;SNOHBCYSTN;SNOHBGTHTN;SNOHBNO	Hba_a1	1			protein_Hba_a1_pc(1)	pc	15086.04599999998
cplx_MONOMER_Hba_x_pc	cplx_MONOMER_Hba_x	protein_Hba_x_pc	CCLMETHBH;GLOBINRCCL;HB23DPGB;HBCOB;HBFE4OAR;HBFE4OCPP;HBFE4OPX;HBFE4ORPX;HBNO2R;HBNONT;HBNOOXDNT;HBO2B1;HBO2B2;METHBFMNR;METHBHEMED;METHBNO2A;METHBONOOD1;METHBONOOD2;METHBONOOX;METHBPX;METHBRCCL;METHBRHEMED;OXYHBAOX;OXYHBNO2OX;OXYHBNOD;OXYHBONOOX;OXYHBPX;HEMEGTHOHDEG;HBGLYC;SNOHBCYSTN;SNOHBGTHTN;SNOHBNO	Hba_x	1			protein_Hba_x_pc(1)	pc	16234.77099999998
cplx_MONOMER_Hbb_b1_pc	cplx_MONOMER_Hbb_b1	protein_Hbb_b1_pc	CCLMETHBH;GLOBINRCCL;HB23DPGB;HBCOB;HBFE4OAR;HBFE4OCPP;HBFE4OPX;HBFE4ORPX;HBNO2R;HBNONT;HBNOOXDNT;HBO2B1;HBO2B2;METHBFMNR;METHBHEMED;METHBNO2A;METHBONOOD1;METHBONOOD2;METHBONOOX;METHBPX;METHBRCCL;METHBRHEMED;OXYHBAOX;OXYHBNO2OX;OXYHBNOD;OXYHBONOOX;OXYHBPX;HEMEGTHOHDEG;HBGLYC;SNOHBCYSTN;SNOHBGTHTN;SNOHBNO	Hbb_b1	1			protein_Hbb_b1_pc(1)	pc	15840.039999999985
cplx_MONOMER_Hbb_b2_pc	cplx_MONOMER_Hbb_b2	protein_Hbb_b2_pc	CCLMETHBH;GLOBINRCCL;HB23DPGB;HBCOB;HBFE4OAR;HBFE4OCPP;HBFE4OPX;HBFE4ORPX;HBNO2R;HBNONT;HBNOOXDNT;HBO2B1;HBO2B2;METHBFMNR;METHBHEMED;METHBNO2A;METHBONOOD1;METHBONOOD2;METHBONOOX;METHBPX;METHBRCCL;METHBRHEMED;OXYHBAOX;OXYHBNO2OX;OXYHBNOD;OXYHBONOOX;OXYHBPX;HEMEGTHOHDEG;HBGLYC;SNOHBCYSTN;SNOHBGTHTN;SNOHBNO	Hbb_b2	1			protein_Hbb_b2_pc(1)	pc	15879.113999999983
cplx_MONOMER_Hbb_bh0_pc	cplx_MONOMER_Hbb_bh0	protein_Hbb_bh0_pc	CCLMETHBH;GLOBINRCCL;HB23DPGB;HBCOB;HBFE4OAR;HBFE4OCPP;HBFE4OPX;HBFE4ORPX;HBNO2R;HBNONT;HBNOOXDNT;HBO2B1;HBO2B2;METHBFMNR;METHBHEMED;METHBNO2A;METHBONOOD1;METHBONOOD2;METHBONOOX;METHBPX;METHBRCCL;METHBRHEMED;OXYHBAOX;OXYHBNO2OX;OXYHBNOD;OXYHBONOOX;OXYHBPX;HEMEGTHOHDEG;HBGLYC;SNOHBCYSTN;SNOHBGTHTN;SNOHBNO	Hbb_bh0	1			protein_Hbb_bh0_pc(1)	pc	16385.873999999985
cplx_MONOMER_Hbb_bh1_pc	cplx_MONOMER_Hbb_bh1	protein_Hbb_bh1_pc	CCLMETHBH;GLOBINRCCL;HB23DPGB;HBCOB;HBFE4OAR;HBFE4OCPP;HBFE4OPX;HBFE4ORPX;HBNO2R;HBNONT;HBNOOXDNT;HBO2B1;HBO2B2;METHBFMNR;METHBHEMED;METHBNO2A;METHBONOOD1;METHBONOOD2;METHBONOOX;METHBPX;METHBRCCL;METHBRHEMED;OXYHBAOX;OXYHBNO2OX;OXYHBNOD;OXYHBONOOX;OXYHBPX;HEMEGTHOHDEG;HBGLYC;SNOHBCYSTN;SNOHBGTHTN;SNOHBNO	Hbb_bh1	1			protein_Hbb_bh1_pc(1)	pc	16496.076999999983
cplx_MONOMER_Hbb_y_pc	cplx_MONOMER_Hbb_y	protein_Hbb_y_pc	CCLMETHBH;GLOBINRCCL;HB23DPGB;HBCOB;HBFE4OAR;HBFE4OCPP;HBFE4OPX;HBFE4ORPX;HBNO2R;HBNONT;HBNOOXDNT;HBO2B1;HBO2B2;METHBFMNR;METHBHEMED;METHBNO2A;METHBONOOD1;METHBONOOD2;METHBONOOX;METHBPX;METHBRCCL;METHBRHEMED;OXYHBAOX;OXYHBNO2OX;OXYHBNOD;OXYHBONOOX;OXYHBPX;HEMEGTHOHDEG;HBGLYC;SNOHBCYSTN;SNOHBGTHTN;SNOHBNO	Hbb_y	1			protein_Hbb_y_pc(1)	pc	16137.465999999982
cplx_MONOMER_Hck_pc	cplx_MONOMER_Hck	protein_Hck_pc	PROTYK	Hck	1		ASSUMED MONOMER	protein_Hck_pc(1)	pc	59127.851000000235
cplx_HOMODIMER_Hddc2_pc	cplx_HOMODIMER_Hddc2	protein_Hddc2_pc	NTDDAMP;NTDDGMP;NTDDCMP;NTDDTMP	Hddc2	2			protein_Hddc2_pc(2)	pc	45482.974000000024
cplx_MONOMER_Hddc3_pc	cplx_MONOMER_Hddc3	protein_Hddc3_pc	NADPHPPS;PPGPPDP	Hddc3	1		ASSUMED MONOMER	protein_Hddc3_pc(1)	pc	20254.53999999999
cplx_HOMODIMER_Hexa_pc	cplx_HOMODIMER_Hexa	protein_Hexa_pc	HEXGA2;HEXGM2;HEXGBSIDE	Hexa	2			protein_Hexa_pc(2)	pc	121212.93200000038
cplx_HETERODIMER_Hexab_pc	cplx_HETERODIMER_Hexab	protein_Hexa_pc;protein_Hexb_pc	HEXGA2;HEXGM2;HEXGBSIDE	Hexa;Hexb	1;1			protein_Hexa_pc(1);protein_Hexb_pc(1)	pc	121724.56900000037
cplx_HOMODIMER_Hexb_pc	cplx_HOMODIMER_Hexb	protein_Hexb_pc	HEXGA2;HEXGM2;HEXGBSIDE	Hexb	2			protein_Hexb_pc(2)	pc	122236.20600000034
cplx_HOMODIMER_Hint1_pc	cplx_HOMODIMER_Hint1	protein_Hint1_pc	AMPAMD	Hint1	2			protein_Hint1_pc(2)	pc	27549.53799999998
cplx_MONOMER_Hk1_pc	cplx_MONOMER_Hk1	protein_Hk1_pc	HEX1;HEX10;HEX4;HEX7;HEX1a	Hk1	1			protein_Hk1_pc(1)	pc	108295.5019999997
cplx_MONOMER_Hk3_pc	cplx_MONOMER_Hk3	protein_Hk3_pc	HEX1;HEX10;HEX4;HEX7;HEX1a	Hk3	1			protein_Hk3_pc(1)	pc	100083.03999999982
cplx_MONOMER_Hmbs_pc	cplx_MONOMER_Hmbs	protein_Hmbs_pc	HMBS	Hmbs	1			protein_Hmbs_pc(1)	pc	37779.41700000012
cplx_MONOMER_Hnmt_pc	cplx_MONOMER_Hnmt	protein_Hnmt_pc	HISTANMT	Hnmt	1			protein_Hnmt_pc(1)	pc	33652.28800000002
cplx_HOMODIMER_Hpgds_pc	cplx_HOMODIMER_Hpgds	protein_Hpgds_pc	PGD2S	Hpgds	2			protein_Hpgds_pc(2)	pc	46451.615999999995
cplx_HOMOTETRAMER_Hprt1_pc	cplx_HOMOTETRAMER_Hprt1	protein_Hprt1_pc	GUAPRT;HXPRT;MERCPURPRT;MTMERCPURPRT;THIOGUAPRT;XPPT	Hprt1	4			protein_Hprt1_pc(4)	pc	98272.61200000002
cplx_MONOMER_Hras_pc	cplx_MONOMER_Hras	protein_Hras_pc	NTPG	Hras	1		ASSUMED MONOMER	protein_Hras_pc(1)	pc	21291.917999999998
cplx_MONOMER_Hsd17b11_pc	cplx_MONOMER_Hsd17b11	protein_Hsd17b11_pc	ESTRONEDHy	Hsd17b11	1		ASSUMED MONOMER	protein_Hsd17b11_pc(1)	pc	32885.380000000005
cplx_MONOMER_Hsd17b12_pc	cplx_MONOMER_Hsd17b12	protein_Hsd17b12_pc	ANDRSTNDNRy;ESTRONEDHy;FACOA3ORy_20_11Z3O;FACOA3ORy_20_13Z3O;FACOA3ORy_20_8Z11Z3O;FACOA3ORy_20_9Z3O;FACOA3ORy_22_11Z3O;FACOA3ORy_22_13Z3O;FACOA3ORy_24_15Z3O;FACOA3ORy_26_17Z3O;FACOA3ORy_16_3O;FACOA3ORy_18_3O;FACOA3ORy_20_3O;FACOA3ORy_22_3O;FACOA3ORy_24_3O;FACOA3ORy_26_3O;FACOA3ORy_17_3O;FACOA3ORy_19_3O;FACOA3ORy_21_3O;FACOA3ORy_23_3O;FACOA3ORy_20_11Z14Z17Z3O;FACOA3ORy_20_5Z8Z11Z14Z3O;FACOA3ORy_22_10Z13Z16Z19Z3O;FACOA3ORy_22_13Z16Z19Z3O;FACOA3ORy_22_7Z10Z13Z16Z19Z3O;FACOA3ORy_24_12Z15Z18Z21Z3O;FACOA3ORy_24_9Z12Z15Z18Z21Z3O;FACOA3ORy_20_11Z14Z3O;FACOA3ORy_20_8Z11Z14Z3O;FACOA3ORy_22_10Z13Z16Z3O;FACOA3ORy_22_13Z16Z3O;FACOA3ORy_22_7Z10Z13Z16Z3O;FACOA3ORy_24_9Z12Z15Z18Z3O	Hsd17b12	1		ASSUMED MONOMER	protein_Hsd17b12_pc(1)	pc	34756.616000000016
cplx_MONOMER_Hspa8_pc	cplx_MONOMER_Hspa8	protein_Hspa8_pc	NTPA	Hspa8	1		ASSUMED MONOMER	protein_Hspa8_pc(1)	pc	70857.3110000002
cplx_MONOMER_Huwe1_pc	cplx_MONOMER_Huwe1	protein_Huwe1_pc	UBIQE2CONJT	Huwe1	1		ASSUMED MONOMER	protein_Huwe1_pc(1)	pc	482453.03699999826
cplx_MONOMER_Iars1_pc	cplx_MONOMER_Iars1	protein_Iars1_pc	ILETRS	Iars1	1		ASSUMED MONOMER	protein_Iars1_pc(1)	pc	144256.386999999
cplx_HOMODIMER_Idh1_pc	cplx_HOMODIMER_Idh1	protein_Idh1_pc	ICDHy	Idh1	2			protein_Idh1_pc(2)	pc	93346.10600000026
cplx_HOMODIMER_Idh2_pc	cplx_HOMODIMER_Idh2	protein_Idh2_pc	ICDHy	Idh2	2			protein_Idh2_pc(2)	pc	101827.56800000036
cplx_HOMODIMER_Impa1_pc	cplx_HOMODIMER_Impa1	protein_Impa1_pc	MI1PP;GAL1PP;G1PPa;MI14P1PP;MI14P4PP;MI3PP;MI4PP;NTD2AMP;NTD2CMP;NTD2GMP;NTD2UMP	Impa1	2			protein_Impa1_pc(2)	pc	60853.884000000035
cplx_HOMODIMER_Impa2_pc	cplx_HOMODIMER_Impa2	protein_Impa2_pc	MI1PP;GAL1PP;G1PPa;MI14P1PP;MI14P4PP;MI3PP;MI4PP;NTD2AMP;NTD2CMP;NTD2GMP;NTD2UMP	Impa2	2			protein_Impa2_pc(2)	pc	63417.73400000003
cplx_HOMOTETRAMER_Impdh2_pc	cplx_HOMOTETRAMER_Impdh2	protein_Impdh2_pc	IMPD;THIOIMPD	Impdh2	4			protein_Impdh2_pc(4)	pc	223254.29200000112
cplx_MONOMER_Inpp5a_pc	cplx_MONOMER_Inpp5a	protein_Inpp5a_pc	MI1345P5PP;MI145P5PP	Inpp5a	1		ASSUMED MONOMER	protein_Inpp5a_pc(1)	pc	47617.7480000001
cplx_MONOMER_Inpp5b_pc	cplx_MONOMER_Inpp5b	protein_Inpp5b_pc	MI1345P5PP;MI145P5PP;PI45P5P	Inpp5b	1		ASSUMED MONOMER	protein_Inpp5b_pc(1)	pc	112726.46399999967
cplx_MONOMER_Inpp5d_pc	cplx_MONOMER_Inpp5d	protein_Inpp5d_pc	MI1345P5PP;PI45P5P;PI345P5P	Inpp5d	1		ASSUMED MONOMER	protein_Inpp5d_pc(1)	pc	133543.27499999956
cplx_HOMODIMER_Insr_pc	cplx_HOMODIMER_Insr	protein_Insr_pc	PROTYK	Insr	2			protein_Insr_pc(2)	pc	311151.16999999795
cplx_MONOMER_Isyna1_pc	cplx_MONOMER_Isyna1	protein_Isyna1_pc	MI3PS	Isyna1	1			protein_Isyna1_pc(1)	pc	60923.95700000022
