complexes	complex	subunits	reactions	genes	coefficients	cofactors	notes	stoichiometry	compartment	molar_mass
cplx_HOMOTETRAMER_GPX1_pc	cplx_HOMOTETRAMER_GPX1	protein_GPX1_pc	GTHP;HPETE11GTHR;HPETE12GTHR;HPETE15GTHR;HPETE5GTHR;HPETE8GTHR;HPETE9GTHR;HPDHA10GTHR;HPDHA11GTHR;HPDHA13GTHR;HPDHA14GTHR;HPDHA16GTHR;HPDHA17GTHR;HPDHA20GTHR;HPDHA4GTHR;HPDHA7GTHR;HPDHA8GTHR;HPEPE11GTHR;HPEPE12GTHR;HPEPE15GTHR;HPEPE18GTHR;HPEPE5GTHR;HPEPE8GTHR;HPEPE9GTHR;HPODE13GTHR;HPODE9GTHR;PGG1GTHR;PGG2GTHR;PGG3GTHR;SELDIGTHOXy;SELGTHGTHR	GPX1	4			protein_GPX1_pc(4)	pc	88160.296
cplx_MONOMER_GPX4_pc	cplx_MONOMER_GPX4	protein_GPX4_pc	GTHP;HPETE11GTHR;HPETE12GTHR;HPETE15GTHR;HPETE5GTHR;HPETE8GTHR;HPETE9GTHR;HPDHA10GTHR;HPDHA11GTHR;HPDHA13GTHR;HPDHA14GTHR;HPDHA16GTHR;HPDHA17GTHR;HPDHA20GTHR;HPDHA4GTHR;HPDHA7GTHR;HPDHA8GTHR;HPEPE11GTHR;HPEPE12GTHR;HPEPE15GTHR;HPEPE18GTHR;HPEPE5GTHR;HPEPE8GTHR;HPEPE9GTHR;HPODE13GTHR;HPODE9GTHR;PGG1GTHR;PGG2GTHR;PGG3GTHR	GPX4	1			protein_GPX4_pc(1)	pc	19480.354000000003
cplx_HOMODIMER_GRHPR_pc	cplx_HOMODIMER_GRHPR	protein_GRHPR_pc	HPYRRx_R;HPYRRy_R;GLYCLTDy;LALDO2x;LALDO2y	GRHPR	2			protein_GRHPR_pc(2)	pc	71335.90200000012
cplx_HOMOTETRAMER_GRIA1_pc	cplx_HOMOTETRAMER_GRIA1	protein_GRIA1_pc	CA2t;NAt;Kt1;LIt;MG2tec	GRIA1	4			protein_GRIA1_pc(4)	pc	406028.58799999865
cplx_MONOMER_GSK3A_pc	cplx_MONOMER_GSK3A	protein_GSK3A_pc	PROTSK;PROTTK	GSK3A	1			protein_GSK3A_pc(1)	pc	50988.41500000012
cplx_HOMODIMER_GSR_pc	cplx_HOMODIMER_GSR	protein_GSR_pc	GTHOy;GTHOx	GSR	2			protein_GSR_pc(2)	pc	103402.31400000029
cplx_HOMODIMER_GSS_pc	cplx_HOMODIMER_GSS	protein_GSS_pc	GTHS;GTHS2	GSS	2			protein_GSS_pc(2)	pc	104752.50600000043
cplx_HOMODIMER_GSTM1_pc	cplx_HOMODIMER_GSTM1	protein_GSTM1_pc	23E1QN1GST;23E1QN4GST;23E2QN1GST;23E2QN4GST;34E1QN2GST;34E2QN2GST;ADRNCHRGST;ADRNLQGST_L;DOPAQGST_L;DPAMCHRGST;DPAMQGST_L;DPCHRGST_L;IND56QNGST;NRPPHRCHRGST;NRPPHRQGST_L;PROSTGA1GST;PROSTGA2GST;PROSTGA3GST	GSTM1	2			protein_GSTM1_pc(2)	pc	51419.157999999996
cplx_HOMODIMER_GSTM2_pc	cplx_HOMODIMER_GSTM2	protein_GSTM2_pc	23E1QN1GST;23E1QN4GST;23E2QN1GST;23E2QN4GST;34E1QN2GST;34E2QN2GST;ADRNCHRGST;ADRNLQGST_L;DOPAQGST_L;DPAMCHRGST;DPAMQGST_L;DPCHRGST_L;IND56QNGST;NRPPHRCHRGST;NRPPHRQGST_L;PROSTGA1GST;PROSTGA2GST;PROSTGA3GST	GSTM2	2			protein_GSTM2_pc(2)	pc	51484.82200000001
cplx_HOMODIMER_GSTM3_pc	cplx_HOMODIMER_GSTM3	protein_GSTM3_pc	23E1QN1GST;23E1QN4GST;23E2QN1GST;23E2QN4GST;34E1QN2GST;34E2QN2GST;ADRNCHRGST;ADRNLQGST_L;DOPAQGST_L;DPAMCHRGST;DPAMQGST_L;DPCHRGST_L;IND56QNGST;NRPPHRCHRGST;NRPPHRQGST_L;PROSTGA1GST;PROSTGA2GST;PROSTGA3GST	GSTM3	2			protein_GSTM3_pc(2)	pc	53108.67799999999
cplx_HOMODIMER_GSTM4_pc	cplx_HOMODIMER_GSTM4	protein_GSTM4_pc	23E1QN1GST;23E1QN4GST;23E2QN1GST;23E2QN4GST;34E1QN2GST;34E2QN2GST;GTHLEUKTRA4;GTHLEUKTRA5;ADRNCHRGST;ADRNLQGST_L;DOPAQGST_L;DPAMCHRGST;DPAMQGST_L;DPCHRGST_L;IND56QNGST;NRPPHRCHRGST;NRPPHRQGST_L;PROSTGA1GST;PROSTGA2GST;PROSTGA3GST	GSTM4	2			protein_GSTM4_pc(2)	pc	51112.193999999996
cplx_HOMODIMER_GSTM5_pc	cplx_HOMODIMER_GSTM5	protein_GSTM5_pc	23E1QN1GST;23E1QN4GST;23E2QN1GST;23E2QN4GST;34E1QN2GST;34E2QN2GST;ADRNCHRGST;ADRNLQGST_L;DOPAQGST_L;DPAMCHRGST;DPAMQGST_L;DPCHRGST_L;IND56QNGST;NRPPHRCHRGST;NRPPHRQGST_L;PROSTGA1GST;PROSTGA2GST;PROSTGA3GST	GSTM5	2			protein_GSTM5_pc(2)	pc	51349.02599999999
cplx_HOMODIMER_GSTO1_pc	cplx_HOMODIMER_GSTO1	protein_GSTO1_pc	GTHDH;23E1QN1GST;23E1QN4GST;23E2QN1GST;23E2QN4GST;34E1QN2GST;34E2QN2GST;ADRNCHRGST;ADRNLQGST_L;DOPAQGST_L;DPAMCHRGST;DPAMQGST_L;DPCHRGST_L;IND56QNGST;NRPPHRCHRGST;NRPPHRQGST_L;PROSTGA1GST;PROSTGA2GST;PROSTGA3GST	GSTO1	2			protein_GSTO1_pc(2)	pc	55129.20999999999
cplx_HOMODIMER_GSTP1_pc	cplx_HOMODIMER_GSTP1	protein_GSTP1_pc	23E1QN1GST;23E1QN4GST;23E2QN1GST;23E2QN4GST;34E1QN2GST;34E2QN2GST;ADRNCHRGST;ADRNLQGST_L;DOPAQGST_L;DPAMCHRGST;DPAMQGST_L;DPCHRGST_L;IND56QNGST;NRPPHRCHRGST;NRPPHRQGST_L;PROSTGA1GST;PROSTGA2GST;PROSTGA3GST	GSTP1	2			protein_GSTP1_pc(2)	pc	46705.17800000001
cplx_COMPLEX_PRDX6_GSTP1_pc	cplx_COMPLEX_PRDX6_GSTP1	protein_GSTP1_pc;protein_PRDX6_pc	PRDX1GTHG	GSTP1;PRDX6	2;2			protein_GSTP1_pc(2);protein_PRDX6_pc(2)	pc	96770.62000000002
cplx_HOMODIMER_GSTT1_pc	cplx_HOMODIMER_GSTT1	protein_GSTT1_pc	23E1QN1GST;23E1QN4GST;23E2QN1GST;23E2QN4GST;34E1QN2GST;34E2QN2GST;ADRNCHRGST;ADRNLQGST_L;DOPAQGST_L;DPAMCHRGST;DPAMQGST_L;DPCHRGST_L;IND56QNGST;NRPPHRCHRGST;NRPPHRQGST_L;PROSTGA1GST;PROSTGA2GST;PROSTGA3GST	GSTT1	2			protein_GSTT1_pc(2)	pc	54669.512000000024
cplx_HOMODIMER_GSTZ1_pc	cplx_HOMODIMER_GSTZ1	protein_GSTZ1_pc	MACACI	GSTZ1	2			protein_GSTZ1_pc(2)	pc	48432.12400000001
cplx_HETERODIMER_GUCY1_A1B1_pc	cplx_HETERODIMER_GUCY1_A1B1	protein_GUCY1A1_pc;protein_GUCY1B1_pc	GUACYC;GUACYC2	GUCY1A1;GUCY1B1	1;1			protein_GUCY1A1_pc(1);protein_GUCY1B1_pc(1)	pc	147936.5090000005
cplx_MONOMER_GUK1_pc	cplx_MONOMER_GUK1	protein_GUK1_pc	GK1;DGK1;DGK2;GK2;GK3;RBVMPK;THGMPK	GUK1	1			protein_GUK1_pc(1)	pc	21723.371000000003
cplx_HOMOTETRAMER_GUSB_pc	cplx_HOMOTETRAMER_GUSB	protein_GUSB_pc	E217BGLCRHYD	GUSB	4			protein_GUSB_pc(4)	pc	298908.66400000063
cplx_HETEROOCTOMER_GYS1_GYG1_pc	cplx_HETEROOCTOMER_GYS1_GYG1	protein_GYG1_pc;protein_GYS1_pc	GGNG;GLGNS1	GYG1;GYS1	4;4			protein_GYG1_pc(4);protein_GYS1_pc(4)	pc	492567.96800000087
cplx_MONOMER_HACD3_pc	cplx_MONOMER_HACD3	protein_HACD3_pc	FACOA3OHDH_20_11Z3OH;FACOA3OHDH_20_13Z3OH;FACOA3OHDH_20_8Z11Z3OH;FACOA3OHDH_20_9Z3OH;FACOA3OHDH_22_11Z3OH;FACOA3OHDH_22_13Z3OH;FACOA3OHDH_24_15Z3OH;FACOA3OHDH_26_17Z3OH;FACOA3OHDH_16_3OH;FACOA3OHDH_18_3OH;FACOA3OHDH_20_3OH;FACOA3OHDH_22_3OH;FACOA3OHDH_24_3OH;FACOA3OHDH_26_3OH;FACOA3OHDH_17_3OH;FACOA3OHDH_19_3OH;FACOA3OHDH_21_3OH;FACOA3OHDH_23_3OH;FACOA3OHDH_20_11Z14Z17Z3OH;FACOA3OHDH_20_5Z8Z11Z14Z3OH;FACOA3OHDH_22_10Z13Z16Z19Z3OH;FACOA3OHDH_22_13Z16Z19Z3OH;FACOA3OHDH_22_7Z10Z13Z16Z19Z3OH;FACOA3OHDH_24_12Z15Z18Z21Z3OH;FACOA3OHDH_24_9Z12Z15Z18Z21Z3OH;FACOA3OHDH_20_11Z14Z3OH;FACOA3OHDH_20_8Z11Z14Z3OH;FACOA3OHDH_22_10Z13Z16Z3OH;FACOA3OHDH_22_13Z16Z3OH;FACOA3OHDH_22_7Z10Z13Z16Z3OH;FACOA3OHDH_24_9Z12Z15Z18Z3OH	HACD3	1		ASSUMED MONOMER	protein_HACD3_pc(1)	pc	43166.17800000005
cplx_MONOMER_HAGH_pc	cplx_MONOMER_HAGH	protein_HAGH_pc	GLYOX	HAGH	1			protein_HAGH_pc(1)	pc	28858.751
cplx_MONOMER_HAL_pc	cplx_MONOMER_HAL	protein_HAL_pc	HISD	HAL	1		ASSUMED MONOMER	protein_HAL_pc(1)	pc	72691.91700000025
cplx_HOMODIMER_HARS1_pc	cplx_HOMODIMER_HARS1	protein_HARS1_pc	HISTRS	HARS1	2			protein_HARS1_pc(2)	pc	114809.90400000055
cplx_MONOMER_HBA_pc	cplx_MONOMER_HBA	protein_HBA_pc	CCLMETHBH;GLOBINRCCL;HB23DPGB;HBCOB;HBFE4OAR;HBFE4OCPP;HBFE4OPX;HBFE4ORPX;HBNO2R;HBNONT;HBNOOXDNT;HBO2B1;HBO2B2;METHBFMNR;METHBHEMED;METHBNO2A;METHBONOOD1;METHBONOOD2;METHBONOOX;METHBPX;METHBRCCL;METHBRHEMED;OXYHBAOX;OXYHBNO2OX;OXYHBNOD;OXYHBONOOX;OXYHBPX;HEMEGTHOHDEG;HBGLYC;SNOHBCYSTN;SNOHBGTHTN;SNOHBNO	HBA	1			protein_HBA_pc(1)	pc	15259.42199999998
cplx_MONOMER_HBB_pc	cplx_MONOMER_HBB	protein_HBB_pc	CCLMETHBH;GLOBINRCCL;HB23DPGB;HBCOB;HBFE4OAR;HBFE4OCPP;HBFE4OPX;HBFE4ORPX;HBNO2R;HBNONT;HBNOOXDNT;HBO2B1;HBO2B2;METHBFMNR;METHBHEMED;METHBNO2A;METHBONOOD1;METHBONOOD2;METHBONOOX;METHBPX;METHBRCCL;METHBRHEMED;OXYHBAOX;OXYHBNO2OX;OXYHBNOD;OXYHBONOOX;OXYHBPX;HEMEGTHOHDEG;HBGLYC;SNOHBCYSTN;SNOHBGTHTN;SNOHBNO	HBB	1			protein_HBB_pc(1)	pc	15997.243999999982
cplx_MONOMER_HBD_pc	cplx_MONOMER_HBD	protein_HBD_pc	CCLMETHBH;GLOBINRCCL;HB23DPGB;HBCOB;HBFE4OAR;HBFE4OCPP;HBFE4OPX;HBFE4ORPX;HBNO2R;HBNONT;HBNOOXDNT;HBO2B1;HBO2B2;METHBFMNR;METHBHEMED;METHBNO2A;METHBONOOD1;METHBONOOD2;METHBONOOX;METHBPX;METHBRCCL;METHBRHEMED;OXYHBAOX;OXYHBNO2OX;OXYHBNOD;OXYHBONOOX;OXYHBPX;HEMEGTHOHDEG;HBGLYC;SNOHBCYSTN;SNOHBGTHTN;SNOHBNO	HBD	1			protein_HBD_pc(1)	pc	16056.335999999985
cplx_MONOMER_HBE1_pc	cplx_MONOMER_HBE1	protein_HBE1_pc	CCLMETHBH;GLOBINRCCL;HB23DPGB;HBCOB;HBFE4OAR;HBFE4OCPP;HBFE4OPX;HBFE4ORPX;HBNO2R;HBNONT;HBNOOXDNT;HBO2B1;HBO2B2;METHBFMNR;METHBHEMED;METHBNO2A;METHBONOOD1;METHBONOOD2;METHBONOOX;METHBPX;METHBRCCL;METHBRHEMED;OXYHBAOX;OXYHBNO2OX;OXYHBNOD;OXYHBONOOX;OXYHBPX;HEMEGTHOHDEG;HBGLYC;SNOHBCYSTN;SNOHBGTHTN;SNOHBNO	HBE1	1			protein_HBE1_pc(1)	pc	16204.680999999986
cplx_MONOMER_HBG1_pc	cplx_MONOMER_HBG1	protein_HBG1_pc	CCLMETHBH;GLOBINRCCL;HB23DPGB;HBCOB;HBFE4OAR;HBFE4OCPP;HBFE4OPX;HBFE4ORPX;HBNO2R;HBNONT;HBNOOXDNT;HBO2B1;HBO2B2;METHBFMNR;METHBHEMED;METHBNO2A;METHBONOOD1;METHBONOOD2;METHBONOOX;METHBPX;METHBRCCL;METHBRHEMED;OXYHBAOX;OXYHBNO2OX;OXYHBNOD;OXYHBONOOX;OXYHBPX;HEMEGTHOHDEG;HBGLYC;SNOHBCYSTN;SNOHBGTHTN;SNOHBNO	HBG1	1			protein_HBG1_pc(1)	pc	16127.253999999986
cplx_MONOMER_HBG2_pc	cplx_MONOMER_HBG2	protein_HBG2_pc	CCLMETHBH;GLOBINRCCL;HB23DPGB;HBCOB;HBFE4OAR;HBFE4OCPP;HBFE4OPX;HBFE4ORPX;HBNO2R;HBNONT;HBNOOXDNT;HBO2B1;HBO2B2;METHBFMNR;METHBHEMED;METHBNO2A;METHBONOOD1;METHBONOOD2;METHBONOOX;METHBPX;METHBRCCL;METHBRHEMED;OXYHBAOX;OXYHBNO2OX;OXYHBNOD;OXYHBONOOX;OXYHBPX;HEMEGTHOHDEG;HBGLYC;SNOHBCYSTN;SNOHBGTHTN;SNOHBNO	HBG2	1			protein_HBG2_pc(1)	pc	16125.281999999987
cplx_MONOMER_HBM_pc	cplx_MONOMER_HBM	protein_HBM_pc	CCLMETHBH;GLOBINRCCL;HB23DPGB;HBCOB;HBFE4OAR;HBFE4OCPP;HBFE4OPX;HBFE4ORPX;HBNO2R;HBNONT;HBNOOXDNT;HBO2B1;HBO2B2;METHBFMNR;METHBHEMED;METHBNO2A;METHBONOOD1;METHBONOOD2;METHBONOOX;METHBPX;METHBRCCL;METHBRHEMED;OXYHBAOX;OXYHBNO2OX;OXYHBNOD;OXYHBONOOX;OXYHBPX;HEMEGTHOHDEG;HBGLYC;SNOHBCYSTN;SNOHBGTHTN;SNOHBNO	HBM	1			protein_HBM_pc(1)	pc	15614.928999999987
cplx_MONOMER_HBQ1_pc	cplx_MONOMER_HBQ1	protein_HBQ1_pc	CCLMETHBH;GLOBINRCCL;HB23DPGB;HBCOB;HBFE4OAR;HBFE4OCPP;HBFE4OPX;HBFE4ORPX;HBNO2R;HBNONT;HBNOOXDNT;HBO2B1;HBO2B2;METHBFMNR;METHBHEMED;METHBNO2A;METHBONOOD1;METHBONOOD2;METHBONOOX;METHBPX;METHBRCCL;METHBRHEMED;OXYHBAOX;OXYHBNO2OX;OXYHBNOD;OXYHBONOOX;OXYHBPX;HEMEGTHOHDEG;HBGLYC;SNOHBCYSTN;SNOHBGTHTN;SNOHBNO	HBQ1	1			protein_HBQ1_pc(1)	pc	15507.637999999986
cplx_MONOMER_HBZ_pc	cplx_MONOMER_HBZ	protein_HBZ_pc	CCLMETHBH;GLOBINRCCL;HB23DPGB;HBCOB;HBFE4OAR;HBFE4OCPP;HBFE4OPX;HBFE4ORPX;HBNO2R;HBNONT;HBNOOXDNT;HBO2B1;HBO2B2;METHBFMNR;METHBHEMED;METHBNO2A;METHBONOOD1;METHBONOOD2;METHBONOOX;METHBPX;METHBRCCL;METHBRHEMED;OXYHBAOX;OXYHBNO2OX;OXYHBNOD;OXYHBONOOX;OXYHBPX;HEMEGTHOHDEG;HBGLYC;SNOHBCYSTN;SNOHBGTHTN;SNOHBNO	HBZ	1			protein_HBZ_pc(1)	pc	15637.878999999983
cplx_MONOMER_HCK_pc	cplx_MONOMER_HCK	protein_HCK_pc	PROTYK	HCK	1		ASSUMED MONOMER	protein_HCK_pc(1)	pc	59595.30100000023
cplx_HOMODIMER_HDDC2_pc	cplx_HOMODIMER_HDDC2	protein_HDDC2_pc	NTDDAMP;NTDDGMP;NTDDCMP;NTDDTMP	HDDC2	2			protein_HDDC2_pc(2)	pc	46762.43800000002
cplx_MONOMER_HDDC3_pc	cplx_MONOMER_HDDC3	protein_HDDC3_pc	NADPHPPS;PPGPPDP	HDDC3	1		ASSUMED MONOMER	protein_HDDC3_pc(1)	pc	20325.798999999988
cplx_HOMODIMER_HEXA_pc	cplx_HOMODIMER_HEXA	protein_HEXA_pc	HEXGA2;HEXGM2;HEXGBSIDE	HEXA	2			protein_HEXA_pc(2)	pc	121368.15200000037
cplx_HETERODIMER_HEXAB_pc	cplx_HETERODIMER_HEXAB	protein_HEXA_pc;protein_HEXB_pc	HEXGA2;HEXGM2;HEXGBSIDE	HEXA;HEXB	1;1			protein_HEXA_pc(1);protein_HEXB_pc(1)	pc	123815.8400000004
cplx_HOMODIMER_HEXB_pc	cplx_HOMODIMER_HEXB	protein_HEXB_pc	HEXGA2;HEXGM2;HEXGBSIDE	HEXB	2			protein_HEXB_pc(2)	pc	126263.52800000043
cplx_HOMODIMER_HINT1_pc	cplx_HOMODIMER_HINT1	protein_HINT1_pc	AMPAMD	HINT1	2			protein_HINT1_pc(2)	pc	27599.55799999998
cplx_MONOMER_HK1_pc	cplx_MONOMER_HK1	protein_HK1_pc	HEX1;HEX10;HEX4;HEX7;HEX1a	HK1	1			protein_HK1_pc(1)	pc	102190.58799999979
cplx_MONOMER_HK3_pc	cplx_MONOMER_HK3	protein_HK3_pc	HEX1;HEX10;HEX4;HEX7;HEX1a	HK3	1			protein_HK3_pc(1)	pc	98997.35299999978
cplx_MONOMER_HMBS_pc	cplx_MONOMER_HMBS	protein_HMBS_pc	HMBS	HMBS	1			protein_HMBS_pc(1)	pc	37698.0000000001
cplx_MONOMER_HNMT_pc	cplx_MONOMER_HNMT	protein_HNMT_pc	HISTANMT	HNMT	1			protein_HNMT_pc(1)	pc	33284.70600000001
cplx_HOMODIMER_HPGDS_pc	cplx_HOMODIMER_HPGDS	protein_HPGDS_pc	PGD2S	HPGDS	2			protein_HPGDS_pc(2)	pc	46677.218
cplx_HOMOTETRAMER_HPRT1_pc	cplx_HOMOTETRAMER_HPRT1	protein_HPRT1_pc	GUAPRT;HXPRT;MERCPURPRT;MTMERCPURPRT;THIOGUAPRT;XPPT	HPRT1	4			protein_HPRT1_pc(4)	pc	98308.66
cplx_MONOMER_HRAS_pc	cplx_MONOMER_HRAS	protein_HRAS_pc	NTPG	HRAS	1		ASSUMED MONOMER	protein_HRAS_pc(1)	pc	21291.917999999998
cplx_MONOMER_HSD17B11_pc	cplx_MONOMER_HSD17B11	protein_HSD17B11_pc	ESTRONEDHy	HSD17B11	1		ASSUMED MONOMER	protein_HSD17B11_pc(1)	pc	32973.658
cplx_MONOMER_HSD17B12_pc	cplx_MONOMER_HSD17B12	protein_HSD17B12_pc	ANDRSTNDNRy;ESTRONEDHy;FACOA3ORy_20_11Z3O;FACOA3ORy_20_13Z3O;FACOA3ORy_20_8Z11Z3O;FACOA3ORy_20_9Z3O;FACOA3ORy_22_11Z3O;FACOA3ORy_22_13Z3O;FACOA3ORy_24_15Z3O;FACOA3ORy_26_17Z3O;FACOA3ORy_16_3O;FACOA3ORy_18_3O;FACOA3ORy_20_3O;FACOA3ORy_22_3O;FACOA3ORy_24_3O;FACOA3ORy_26_3O;FACOA3ORy_17_3O;FACOA3ORy_19_3O;FACOA3ORy_21_3O;FACOA3ORy_23_3O;FACOA3ORy_20_11Z14Z17Z3O;FACOA3ORy_20_5Z8Z11Z14Z3O;FACOA3ORy_22_10Z13Z16Z19Z3O;FACOA3ORy_22_13Z16Z19Z3O;FACOA3ORy_22_7Z10Z13Z16Z19Z3O;FACOA3ORy_24_12Z15Z18Z21Z3O;FACOA3ORy_24_9Z12Z15Z18Z21Z3O;FACOA3ORy_20_11Z14Z3O;FACOA3ORy_20_8Z11Z14Z3O;FACOA3ORy_22_10Z13Z16Z3O;FACOA3ORy_22_13Z16Z3O;FACOA3ORy_22_7Z10Z13Z16Z3O;FACOA3ORy_24_9Z12Z15Z18Z3O	HSD17B12	1		ASSUMED MONOMER	protein_HSD17B12_pc(1)	pc	34333.93600000001
cplx_MONOMER_HSPA8_pc	cplx_MONOMER_HSPA8	protein_HSPA8_pc	NTPA	HSPA8	1		ASSUMED MONOMER	protein_HSPA8_pc(1)	pc	70884.33600000021
cplx_MONOMER_HUWE1_pc	cplx_MONOMER_HUWE1	protein_HUWE1_pc	UBIQE2CONJT	HUWE1	1		ASSUMED MONOMER	protein_HUWE1_pc(1)	pc	481712.0989999982
cplx_MONOMER_IARS1_pc	cplx_MONOMER_IARS1	protein_IARS1_pc	ILETRS	IARS1	1		ASSUMED MONOMER	protein_IARS1_pc(1)	pc	144478.6159999991
cplx_HOMODIMER_IDH1_pc	cplx_HOMODIMER_IDH1	protein_IDH1_pc	ICDHy	IDH1	2			protein_IDH1_pc(2)	pc	93313.76200000025
cplx_HOMODIMER_IDH2_pc	cplx_HOMODIMER_IDH2	protein_IDH2_pc	ICDHy	IDH2	2			protein_IDH2_pc(2)	pc	101833.80200000039
cplx_HOMODIMER_IMPA1_pc	cplx_HOMODIMER_IMPA1	protein_IMPA1_pc	MI1PP;GAL1PP;G1PPa;MI14P1PP;MI14P4PP;MI3PP;MI4PP;NTD2AMP;NTD2CMP;NTD2GMP;NTD2UMP	IMPA1	2			protein_IMPA1_pc(2)	pc	60361.02000000003
cplx_HOMODIMER_IMPA2_pc	cplx_HOMODIMER_IMPA2	protein_IMPA2_pc	MI1PP;GAL1PP;G1PPa;MI14P1PP;MI14P4PP;MI3PP;MI4PP;NTD2AMP;NTD2CMP;NTD2GMP;NTD2UMP	IMPA2	2			protein_IMPA2_pc(2)	pc	62633.18600000003
cplx_HOMOTETRAMER_IMPDH2_pc	cplx_HOMOTETRAMER_IMPDH2	protein_IMPDH2_pc	IMPD;THIOIMPD	IMPDH2	4			protein_IMPDH2_pc(4)	pc	223205.98400000113
cplx_MONOMER_INPP5A_pc	cplx_MONOMER_INPP5A	protein_INPP5A_pc	MI1345P5PP;MI145P5PP	INPP5A	1		ASSUMED MONOMER	protein_INPP5A_pc(1)	pc	47816.0830000001
cplx_MONOMER_INPP5B_pc	cplx_MONOMER_INPP5B	protein_INPP5B_pc	MI1345P5PP;MI145P5PP;PI45P5P	INPP5B	1		ASSUMED MONOMER	protein_INPP5B_pc(1)	pc	112816.90699999966
cplx_MONOMER_INPP5D_pc	cplx_MONOMER_INPP5D	protein_INPP5D_pc	MI1345P5PP;PI45P5P;PI345P5P	INPP5D	1		ASSUMED MONOMER	protein_INPP5D_pc(1)	pc	133291.21999999977
cplx_HOMODIMER_INSR_pc	cplx_HOMODIMER_INSR	protein_INSR_pc	PROTYK	INSR	2			protein_INSR_pc(2)	pc	312608.731999998
cplx_MONOMER_ISYNA1_pc	cplx_MONOMER_ISYNA1	protein_ISYNA1_pc	MI3PS	ISYNA1	1			protein_ISYNA1_pc(1)	pc	61056.16700000024
cplx_HOMODIMER_ITPA_pc	cplx_HOMODIMER_ITPA	protein_ITPA_pc	NTPPDI;NTPPI;NTPPX;RBVNTPP	ITPA	2			protein_ITPA_pc(2)	pc	42884.901999999995
cplx_MONOMER_JAK3_pc	cplx_MONOMER_JAK3	protein_JAK3_pc	PROTYK	JAK3	1		ASSUMED MONOMER	protein_JAK3_pc(1)	pc	125092.75399999942
cplx_HOMODIMER_KARS1_pc	cplx_HOMODIMER_KARS1	protein_KARS1_pc	LYSTRS;AP4ASYN	KARS1	2			protein_KARS1_pc(2)	pc	136070.75600000046
cplx_HOMOTETRAMER_KCNAB2_pc	cplx_HOMOTETRAMER_KCNAB2	protein_KCNAB2_pc	Kt1	KCNAB2	4			protein_KCNAB2_pc(4)	pc	164031.67600000044
cplx_HOMODIMER_KCNK5_pc	cplx_HOMODIMER_KCNK5	protein_KCNK5_pc	Kt1	KCNK5	2			protein_KCNK5_pc(2)	pc	110252.78000000032
cplx_HOMOTETRAMER_KCNN4_pc	cplx_HOMOTETRAMER_KCNN4	protein_KCNN4_pc	Kt1	KCNN4	4			protein_KCNN4_pc(4)	pc	190865.15200000053
cplx_MONOMER_KRAS_pc	cplx_MONOMER_KRAS	protein_KRAS_pc	NTPG	KRAS	1		ASSUMED MONOMER	protein_KRAS_pc(1)	pc	21654.64099999999
cplx_HOMODIMER_KYAT1_pc	cplx_HOMODIMER_KYAT1	protein_KYAT1_pc	CYSLNET;KYNAKGAT;HSERL1;CYSIL2;CYSL2;3HKYNAKGAT;PHPYRAT;CYSTL2;METMSPYRAT;SELCYSTL2	KYAT1	2			protein_KYAT1_pc(2)	pc	95735.1180000002
cplx_MONOMER_LANCL1_pc	cplx_MONOMER_LANCL1	protein_LANCL1_pc	23E1QN1GST;23E1QN4GST;23E2QN1GST;23E2QN4GST;34E1QN2GST;34E2QN2GST;ADRNCHRGST;ADRNLQGST_L;DOPAQGST_L;DPAMCHRGST;DPAMQGST_L;DPCHRGST_L;IND56QNGST;NRPPHRCHRGST;NRPPHRQGST_L;PROSTGA1GST;PROSTGA2GST;PROSTGA3GST	LANCL1	1		ASSUMED MONOMER	protein_LANCL1_pc(1)	pc	45284.73000000006
cplx_HOMOHEXAMER_LAP3_pc	cplx_HOMOHEXAMER_LAP3	protein_LAP3_pc	2ABUTGLYDP;AMPTASECG	LAP3	6			protein_LAP3_pc(6)	pc	337007.25600000157
cplx_MONOMER_LARS1_pc	cplx_MONOMER_LARS1	protein_LARS1_pc	LEUTRS	LARS1	1		ASSUMED MONOMER	protein_LARS1_pc(1)	pc	134462.9579999994
cplx_COMPLEX_LCMT1_PPP2CA_pc	cplx_COMPLEX_LCMT1_PPP2CA	protein_LCMT1_pc;protein_PPP2CA_pc	LCMTPP2A	LCMT1;PPP2CA	1;1			protein_LCMT1_pc(1);protein_PPP2CA_pc(1)	pc	73953.56600000008
cplx_COMPLEX_LCMT1_PPP2CB_pc	cplx_COMPLEX_LCMT1_PPP2CB	protein_LCMT1_pc;protein_PPP2CB_pc	LCMTPP2A	LCMT1;PPP2CB	1;1			protein_LCMT1_pc(1);protein_PPP2CB_pc(1)	pc	73933.47000000007
cplx_HOMOTETRAMER_LDHA_pc	cplx_HOMOTETRAMER_LDHA	protein_LDHA_pc	LDH_L;L2HGDHx;2HBO;MCLOR;HPYRRx_S;GLXO1;GLYCLTDx;2H3MV;2HIV	LDHA	4			protein_LDHA_pc(4)	pc	146765.71200000017
cplx_HETEROTETRAMER_LDHA_LDHB_A1B3_pc	cplx_HETEROTETRAMER_LDHA_LDHB_A1B3	protein_LDHA_pc;protein_LDHB_pc	LDH_L;L2HGDHx;2HBO;MCLOR;HPYRRx_S;GLXO1;GLYCLTDx;2H3MV;2HIV	LDHA;LDHB	1;3			protein_LDHA_pc(1);protein_LDHB_pc(3)	pc	146587.81500000012
