reaction	genes	rho	pvalue	subsystem	category
HPEPE15GTHR	GPX1;GPX4;PRDX6	1.0	0.0	Eicosapentaenoic acid metabolism	Lipid metabolism
HPEPE18GTHR	GPX1;GPX4;PRDX6	1.0	0.0	Eicosapentaenoic acid metabolism	Lipid metabolism
HPEPE5GTHR	GPX1;GPX4;PRDX6	1.0	0.0	Eicosapentaenoic acid metabolism	Lipid metabolism
HPEPE8GTHR	GPX1;GPX4;PRDX6	1.0	0.0	Eicosapentaenoic acid metabolism	Lipid metabolism
HPEPE9GTHR	GPX1;GPX4;PRDX6	1.0	0.0	Eicosapentaenoic acid metabolism	Lipid metabolism
HPETE11GTHR	GPX1;GPX4;PRDX6	1.0	0.0	Arachidonic acid metabolism	Lipid metabolism
HPETE12GTHR	GPX1;GPX4;PRDX6	1.0	0.0	Arachidonic acid metabolism	Lipid metabolism
HPETE15GTHR	GPX1;GPX4;PRDX6	1.0	0.0	Arachidonic acid metabolism	Lipid metabolism
HPETE5GTHR	GPX1;GPX4;PRDX6	1.0	0.0	Arachidonic acid metabolism	Lipid metabolism
HPETE8GTHR	GPX1;GPX4;PRDX6	1.0	0.0	Arachidonic acid metabolism	Lipid metabolism
HPETE9GTHR	GPX1;GPX4;PRDX6	1.0	0.0	Arachidonic acid metabolism	Lipid metabolism
HPODE13GTHR	GPX1;GPX4;PRDX6	1.0	0.0	Linoleate metabolism	Lipid metabolism
HPODE9GTHR	GPX1;GPX4;PRDX6	1.0	0.0	Linoleate metabolism	Lipid metabolism
HPYRRx_R	GRHPR	1.0	0.0	Glycine, serine and threonine metabolism	Amino acid metabolism
HPYRRy_R	GRHPR	1.0	0.0	Glycine, serine and threonine metabolism	Amino acid metabolism
LIt	GRIA1	1.0	0.0	Transport, extracellular	Transport reactions
Kt1	GRIA1;KCNAB2;KCNK5;KCNN4;P2RX1;P2RX2;P2RX7;PANX1;PIEZO1;SLC22A4;TMEM109;VDAC1	1.0	0.0	Transport, extracellular	Transport reactions
NAt	GRIA1;P2RX1;P2RX2;P2RX7;PANX1;PIEZO1;SCN4A;SCN9A;VDAC1	1.0	0.0	Transport, extracellular	Transport reactions
MG2tec	GRIA1;PIEZO1;VDAC1	1.0	0.0	Transport, extracellular	Transport reactions
GTHOx	GSR	1.0	0.0	Glutathione metabolism	Amino acid metabolism
GTHOy	GSR	1.0	0.0	Glutathione metabolism	Amino acid metabolism
GTHS	GSS	1.0	0.0	Glutathione metabolism	Amino acid metabolism
GTHS2	GSS	1.0	0.0	Cysteine and methionine metabolism	Amino acid metabolism
GTHDH	GSTO1	1.0	0.0	Ascorbate and aldarate metabolism	Carbohydrate metabolism
GUACYC	GUCY1A1;GUCY1B1	1.0	0.0	Purine metabolism	Nucleotide metabolism
GUACYC2	GUCY1A1;GUCY1B1	1.0	0.0	Purine metabolism	Nucleotide metabolism
E217BGLCRHYD	GUSB	1.0	0.0	Pentose and glucuronate interconversions	Carbohydrate metabolism
HEX1	HK1;HK3	1.0	0.0	Glycolysis / Gluconeogenesis	Carbohydrate metabolism
HEX1a	HK1;HK3	1.0	0.0	Glycolysis / Gluconeogenesis	Carbohydrate metabolism
HEX7	HK1;HK3	1.0	0.0	Fructose and mannose metabolism	Carbohydrate metabolism
PGD2S	HPGDS	1.0	0.0	Prostaglandin biosynthesis	Lipid metabolism
IMPD	IMPDH2	1.0	0.0	Purine metabolism	Nucleotide metabolism
THIOIMPD	IMPDH2	1.0	0.0	Azathioprine and 6-mercaptopurine metabolism	Other
HSERL1	KYAT1	1.0	0.0	Cysteine and methionine metabolism	Amino acid metabolism
PHPYRAT	KYAT1	1.0	0.0	Phenylalanine, tyrosine and tryptophan metabolism	Amino acid metabolism
2HBO	LDHA;LDHB	1.0	0.0	Cysteine and methionine metabolism	Amino acid metabolism
HPYRRx_S	LDHA;LDHB	1.0	0.0	Glycine, serine and threonine metabolism	Amino acid metabolism
LDH_L	LDHA;LDHB	1.0	0.0	Glycolysis / Gluconeogenesis	Carbohydrate metabolism
PAPP	LPIN2	1.0	0.0	Glycerolipid metabolism	Lipid metabolism
PAPPO	LPIN2	1.0	0.0	Glycerolipid metabolism	Lipid metabolism
ALABt	LRRC8A	1.0	0.0	Transport, extracellular	Transport reactions
INOSTt	LRRC8A	1.0	0.0	Transport, extracellular	Transport reactions
TAURt	LRRC8A	1.0	0.0	Transport, extracellular	Transport reactions
ASPte	LRRC8A;PANX1	1.0	0.0	Transport, extracellular	Transport reactions
GLUte	LRRC8A;PANX1;SLC22A7;VDAC1	1.0	0.0	Transport, extracellular	Transport reactions
METAT	MAT2A;MAT2B	1.0	0.0	Cysteine and methionine metabolism	Amino acid metabolism
MDH	MDH1;MDH2;PHGDH	1.0	0.0	Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism	Carbohydrate metabolism
ME2	ME1	1.0	0.0	Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism	Carbohydrate metabolism
MPOe	MPO	1.0	0.0	Reactive species formation and detoxification	Reactive species
HTSULDHLA	MPST	1.0	0.0	Sulfur metabolism	Reactive species
FTHFL	MTHFD1	1.0	0.0	Folate metabolism	Metabolism of cofactors and vitamins
MTHFC	MTHFD1	1.0	0.0	Folate metabolism	Metabolism of cofactors and vitamins
NADK	NADK2	1.0	0.0	Nicotinate and nicotinamide metabolism	Metabolism of cofactors and vitamins
NADS2	NADSYN1	1.0	0.0	Nicotinate and nicotinamide metabolism	Metabolism of cofactors and vitamins
NMNS	NAMPT	1.0	0.0	Nicotinate and nicotinamide metabolism	Metabolism of cofactors and vitamins
NAPRT	NAPRT	1.0	0.0	Nicotinate and nicotinamide metabolism	Metabolism of cofactors and vitamins
NADPHXE	NAXE	1.0	0.0	Nicotinate and nicotinamide metabolism	Metabolism of cofactors and vitamins
NEU31e	NEU1;NEU3	1.0	0.0	Glycosphingolipid biosynthesis - ganglio series	Other
NEU32e	NEU1;NEU3	1.0	0.0	Glycosphingolipid biosynthesis - ganglio series	Other
NEU33e	NEU1;NEU3	1.0	0.0	Glycosphingolipid biosynthesis - ganglio series	Other
NEU34e	NEU1;NEU3	1.0	0.0	Glycosphingolipid biosynthesis - ganglio series	Other
NEU35e	NEU1;NEU3	1.0	0.0	Glycosphingolipid biosynthesis - ganglio series	Other
NEU36e	NEU1;NEU3	1.0	0.0	Glycosphingolipid biosynthesis - ganglio series	Other
NEU37e	NEU1;NEU3	1.0	0.0	Glycosphingolipid biosynthesis - ganglio series	Other
NEU39e	NEU1;NEU3	1.0	0.0	Glycosphingolipid biosynthesis - ganglio series	Other
OXOGAH	NIT2	1.0	0.0	Alanine, aspartate and glutamate metabolism	Amino acid metabolism
PROTNK1	NME1;NME2	1.0	0.0	Protein modification	Other
PROTNK2	NME1;NME2	1.0	0.0	Protein modification	Other
NDPK9	NME1;NME2;NME3	1.0	0.0	Purine metabolism	Nucleotide metabolism
NOS1	NOS3	1.0	0.0	Arginine and proline metabolism	Amino acid metabolism
NOS2	NOS3	1.0	0.0	Arginine and proline metabolism	Amino acid metabolism
ACNML	NPL	1.0	0.0	Amino sugar and nucleotide sugar metabolism	Carbohydrate metabolism
4PYRNN	NT5C2	1.0	0.0	Nicotinate and nicotinamide metabolism	Metabolism of cofactors and vitamins
AMPINSPT	NT5C2	1.0	0.0	Purine metabolism	Nucleotide metabolism
CMPINSPT	NT5C2	1.0	0.0	Nucleotide metabolism	Nucleotide metabolism
DGMPGSNPT	NT5C2	1.0	0.0	Purine metabolism	Nucleotide metabolism
DGMPINSPT	NT5C2	1.0	0.0	Purine metabolism	Nucleotide metabolism
DIMPGSNPT	NT5C2	1.0	0.0	Purine metabolism	Nucleotide metabolism
DIMPINSPT	NT5C2	1.0	0.0	Purine metabolism	Nucleotide metabolism
IMGPT	NT5C2	1.0	0.0	Purine metabolism	Nucleotide metabolism
NTDAMP	NT5C2	1.0	0.0	Purine metabolism	Nucleotide metabolism
NTDGMP	NT5C2	1.0	0.0	Purine metabolism	Nucleotide metabolism
NTDIMP	NT5C2	1.0	0.0	Purine metabolism	Nucleotide metabolism
NTDSZMP	NT5C2	1.0	0.0	Purine metabolism	Nucleotide metabolism
NTDXMP	NT5C2	1.0	0.0	Purine metabolism	Nucleotide metabolism
NTDZMP	NT5C2	1.0	0.0	Purine metabolism	Nucleotide metabolism
RBVIMPT	NT5C2	1.0	0.0	Ribavirin metabolism	Other
RBVNTD	NT5C2	1.0	0.0	Ribavirin metabolism	Other
UMPINSPT	NT5C2	1.0	0.0	Purine metabolism	Nucleotide metabolism
ORNDC	ODC1	1.0	0.0	Arginine and proline metabolism	Amino acid metabolism
PROTS3OACGAMH	OGA	1.0	0.0	Protein modification	Other
PROTT3OACGAMH	OGA	1.0	0.0	Protein modification	Other
PAFH	PAFAH1B1;PAFAH1B2;PAFAH1B3	1.0	0.0	Glycerophospholipid metabolism	Lipid metabolism
PAN4PP	PANK4	1.0	0.0	Pantothenate and CoA metabolism	Metabolism of cofactors and vitamins
PDEA	PDE2A;PDE3A;PDE3B;PDE4D	1.0	0.0	Purine metabolism	Nucleotide metabolism
PDEI	PDE2A;PDE3A;PDE3B;PDE4D	1.0	0.0	Purine metabolism	Nucleotide metabolism
PYDAMK	PDXK	1.0	0.0	Vitamin B6 metabolism	Metabolism of cofactors and vitamins
PYDXK	PDXK	1.0	0.0	Vitamin B6 metabolism	Metabolism of cofactors and vitamins
PYDXNK	PDXK	1.0	0.0	Vitamin B6 metabolism	Metabolism of cofactors and vitamins
PFK	PFKL;PFKM;PFKP	1.0	0.0	Glycolysis / Gluconeogenesis	Carbohydrate metabolism
PGMT	PGM2	1.0	0.0	Glycolysis / Gluconeogenesis	Carbohydrate metabolism
PPM	PGM2	1.0	0.0	Pentose phosphate pathway	Carbohydrate metabolism
G16BPS1	PGM2L1	1.0	0.0	Starch and sucrose metabolism	Carbohydrate metabolism
G16BPS2	PGM2L1	1.0	0.0	Starch and sucrose metabolism	Carbohydrate metabolism
PGCD	PHGDH	1.0	0.0	Glycine, serine and threonine metabolism	Amino acid metabolism
CHLPe	PHOSPHO1	1.0	0.0	Glycerophospholipid metabolism	Lipid metabolism
PHPT1	PHPT1	1.0	0.0	Protein modification	Other
PHPT2	PHPT1	1.0	0.0	Protein modification	Other
CD2t	PIEZO1	1.0	0.0	Transport, extracellular	Transport reactions
MN2t	PIEZO1	1.0	0.0	Transport, extracellular	Transport reactions
PSDC	PISD	1.0	0.0	Glycerophospholipid metabolism	Lipid metabolism
2LACK_L	PKLR;PKM	1.0	0.0	Pyruvate metabolism	Carbohydrate metabolism
PGLYCK	PKLR;PKM	1.0	0.0	Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism	Carbohydrate metabolism
PYK	PKLR;PKM	1.0	0.0	Glycolysis / Gluconeogenesis	Carbohydrate metabolism
PCETHTP	PLD1	1.0	0.0	Glycerophospholipid metabolism	Lipid metabolism
PCPLD	PLD1	1.0	0.0	Glycerophospholipid metabolism	Lipid metabolism
PRDX2SO2OX1	PRDX1;PRDX2;PRDX4	1.0	0.0	Reactive species formation and detoxification	Reactive species
PRDX2SOOX1	PRDX1;PRDX2;PRDX4	1.0	0.0	Reactive species formation and detoxification	Reactive species
2OHE1PX	PRDX6	1.0	0.0	Estrogen metabolism	Lipid metabolism
2OHE2PX	PRDX6	1.0	0.0	Estrogen metabolism	Lipid metabolism
4OHE1PX	PRDX6	1.0	0.0	Estrogen metabolism	Lipid metabolism
4OHE2PX	PRDX6	1.0	0.0	Estrogen metabolism	Lipid metabolism
PRDX1GTHDG	PRDX6	1.0	0.0	Reactive species formation and detoxification	Reactive species
PRDX1OX1	PRDX6	1.0	0.0	Reactive species formation and detoxification	Reactive species
PRMTADMA	PRMT1	1.0	0.0	Protein modification	Other
ASNTA	PSAT1	1.0	0.0	Alanine, aspartate and glutamate metabolism	Amino acid metabolism
PGG2S	PTGS1;PTGS2	1.0	0.0	Prostaglandin biosynthesis	Lipid metabolism
PTHPS	PTS	1.0	0.0	Biopterin metabolism	Metabolism of cofactors and vitamins
HPROy	PYCR3	1.0	0.0	Arginine and proline metabolism	Amino acid metabolism
P5CRx	PYCR3	1.0	0.0	Arginine and proline metabolism	Amino acid metabolism
P5CRy	PYCR3	1.0	0.0	Arginine and proline metabolism	Amino acid metabolism
DHPRx	QDPR	1.0	0.0	Biopterin metabolism	Metabolism of cofactors and vitamins
DHPRy	QDPR	1.0	0.0	Biopterin metabolism	Metabolism of cofactors and vitamins
RBK	RBKS	1.0	0.0	Pentose phosphate pathway	Carbohydrate metabolism
SERHL	SDSL	1.0	0.0	Glycine, serine and threonine metabolism	Amino acid metabolism
THRHL	SDSL	1.0	0.0	Glycine, serine and threonine metabolism	Amino acid metabolism
GHMT2	SHMT1	1.0	0.0	Folate metabolism	Metabolism of cofactors and vitamins
GHMT4	SHMT1	1.0	0.0	Folate metabolism	Metabolism of cofactors and vitamins
THRA	SHMT1	1.0	0.0	Glycine, serine and threonine metabolism	Amino acid metabolism
PROTKNADDAC	SIRT2	1.0	0.0	Protein modification	Other
NKCC2t	SLC12A2	1.0	0.0	Transport, extracellular	Transport reactions
NKCCt	SLC12A2	1.0	0.0	Transport, extracellular	Transport reactions
KCC2t	SLC12A4;SLC12A6;SLC12A7	1.0	0.0	Transport, extracellular	Transport reactions
KCCt	SLC12A4;SLC12A6;SLC12A7	1.0	0.0	Transport, extracellular	Transport reactions
UREAt	SLC14A1	1.0	0.0	Transport, extracellular	Transport reactions
LDOPAt	SLC16A10	1.0	0.0	Transport, extracellular	Transport reactions
TRPtec	SLC16A10;SLC3A2;SLC43A1;SLC43A2;SLC7A5	1.0	0.0	Transport, extracellular	Transport reactions
CREATt	SLC16A9	1.0	0.0	Transport, extracellular	Transport reactions
CRNt	SLC16A9;SLC22A16	1.0	0.0	Transport, extracellular	Transport reactions
NO2_2Natex	SLC17A7	1.0	0.0	Transport, extracellular	Transport reactions
PI2Natex	SLC17A7	1.0	0.0	Transport, extracellular	Transport reactions
THF_OHtex	SLC19A1	1.0	0.0	Transport, extracellular	Transport reactions
THMMP_OHtex	SLC19A1	1.0	0.0	Transport, extracellular	Transport reactions
PYDXNHt	SLC19A2	1.0	0.0	Transport, extracellular	Transport reactions
THMt3	SLC19A2	1.0	0.0	Transport, extracellular	Transport reactions
ASPNaHKtex	SLC1A1	1.0	0.0	Transport, extracellular	Transport reactions
GLUNaHKtex	SLC1A1	1.0	0.0	Transport, extracellular	Transport reactions
ALAHCYSNaEx	SLC1A4	1.0	0.0	Transport, extracellular	Transport reactions
ALAPROASCT1	SLC1A4	1.0	0.0	Transport, extracellular	Transport reactions
HCYSALANaEx	SLC1A4	1.0	0.0	Transport, extracellular	Transport reactions
HCYSSERNaEx	SLC1A4	1.0	0.0	Transport, extracellular	Transport reactions
HCYSTHRNaEx	SLC1A4	1.0	0.0	Transport, extracellular	Transport reactions
SERHCYSNaEx	SLC1A4	1.0	0.0	Transport, extracellular	Transport reactions
THRHCYSNaEx	SLC1A4	1.0	0.0	Transport, extracellular	Transport reactions
ALACYSNaEx	SLC1A4;SLC1A5	1.0	0.0	Transport, extracellular	Transport reactions
ALASERNaEx	SLC1A4;SLC1A5	1.0	0.0	Transport, extracellular	Transport reactions
ALATHRNaEx	SLC1A4;SLC1A5	1.0	0.0	Transport, extracellular	Transport reactions
CYSALANaEx	SLC1A4;SLC1A5	1.0	0.0	Transport, extracellular	Transport reactions
CYSSERNaEx	SLC1A4;SLC1A5	1.0	0.0	Transport, extracellular	Transport reactions
CYSTHRNaEx	SLC1A4;SLC1A5	1.0	0.0	Transport, extracellular	Transport reactions
SERALANaEx	SLC1A4;SLC1A5	1.0	0.0	Transport, extracellular	Transport reactions
SERCYSNaEx	SLC1A4;SLC1A5	1.0	0.0	Transport, extracellular	Transport reactions
SERTHRNaEx	SLC1A4;SLC1A5	1.0	0.0	Transport, extracellular	Transport reactions
THRALANaEx	SLC1A4;SLC1A5	1.0	0.0	Transport, extracellular	Transport reactions
THRCYSNaEx	SLC1A4;SLC1A5	1.0	0.0	Transport, extracellular	Transport reactions
THRSERNaEx	SLC1A4;SLC1A5	1.0	0.0	Transport, extracellular	Transport reactions
ALAASNNaEx	SLC1A5	1.0	0.0	Transport, extracellular	Transport reactions
ALAGLNNaEx	SLC1A5	1.0	0.0	Transport, extracellular	Transport reactions
ASNALANaEx	SLC1A5	1.0	0.0	Transport, extracellular	Transport reactions
ASNCYSNaEx	SLC1A5	1.0	0.0	Transport, extracellular	Transport reactions
ASNGLNNaEx	SLC1A5	1.0	0.0	Transport, extracellular	Transport reactions
ASNSERNaEx	SLC1A5	1.0	0.0	Transport, extracellular	Transport reactions
ASNTHRNaEx	SLC1A5	1.0	0.0	Transport, extracellular	Transport reactions
GLNALANaEx	SLC1A5	1.0	0.0	Transport, extracellular	Transport reactions
GLNASNNaEx	SLC1A5	1.0	0.0	Transport, extracellular	Transport reactions
GLNCYSNaEx	SLC1A5	1.0	0.0	Transport, extracellular	Transport reactions
GLNSERNaEx	SLC1A5	1.0	0.0	Transport, extracellular	Transport reactions
GLNTHRNaEx	SLC1A5	1.0	0.0	Transport, extracellular	Transport reactions
SERASNNaEx	SLC1A5	1.0	0.0	Transport, extracellular	Transport reactions
SERGLNNaEx	SLC1A5	1.0	0.0	Transport, extracellular	Transport reactions
THRASNNaEx	SLC1A5	1.0	0.0	Transport, extracellular	Transport reactions
THRGLNNaEx	SLC1A5	1.0	0.0	Transport, extracellular	Transport reactions
CRNtuNa	SLC22A16;SLC22A4	1.0	0.0	Transport, extracellular	Transport reactions
GLYBNatex	SLC22A4	1.0	0.0	Transport, extracellular	Transport reactions
CRTNt	SLC22A7	1.0	0.0	Transport, extracellular	Transport reactions
ClFORtex2	SLC26A6	1.0	0.0	Transport, extracellular	Transport reactions
ClHCO3tex2	SLC26A6	1.0	0.0	Transport, extracellular	Transport reactions
ClOHtex2	SLC26A6	1.0	0.0	Transport, extracellular	Transport reactions
SO4Cltex2	SLC26A6	1.0	0.0	Transport, extracellular	Transport reactions
SO4OXAtex2	SLC26A6	1.0	0.0	Transport, extracellular	Transport reactions
CYTDt	SLC29A1	1.0	0.0	Transport, extracellular	Transport reactions
THBPTt	SLC29A1	1.0	0.0	Transport, extracellular	Transport reactions
HYXNt	SLC29A1;SLC43A3	1.0	0.0	Transport, extracellular	Transport reactions
ASCBt	SLC2A1;SLC2A14;SLC2A2;SLC2A3;SLC2A4	1.0	0.0	Transport, extracellular	Transport reactions
DHAAt1r	SLC2A1;SLC2A14;SLC2A2;SLC2A3;SLC2A4	1.0	0.0	Transport, extracellular	Transport reactions
GLC_Dt	SLC2A1;SLC2A14;SLC2A2;SLC2A3;SLC2A4	1.0	0.0	Transport, extracellular	Transport reactions
GLC_aDt	SLC2A1;SLC2A14;SLC2A2;SLC2A3;SLC2A4	1.0	0.0	Transport, extracellular	Transport reactions
GAL_Dt	SLC2A1;SLC2A2;SLC2A3	1.0	0.0	Transport, extracellular	Transport reactions
GAL_bDt	SLC2A1;SLC2A2;SLC2A3	1.0	0.0	Transport, extracellular	Transport reactions
ARAB_Lt	SLC2A1;SLC2A3	1.0	0.0	Transport, extracellular	Transport reactions
MANt1r	SLC2A1;SLC2A3	1.0	0.0	Transport, extracellular	Transport reactions
GAMt1r	SLC2A1;SLC2A4	1.0	0.0	Transport, extracellular	Transport reactions
FRUt1r	SLC2A2;SLC2A5	1.0	0.0	Transport, extracellular	Transport reactions
XYLt	SLC2A3	1.0	0.0	Transport, extracellular	Transport reactions
ZN2Htex2	SLC30A1	1.0	0.0	Transport, extracellular	Transport reactions
ZN2t	SLC39A10	1.0	0.0	Transport, extracellular	Transport reactions
COBALT2_2HCO3t	SLC39A8	1.0	0.0	Transport, extracellular	Transport reactions
FE2_2HCO3t	SLC39A8	1.0	0.0	Transport, extracellular	Transport reactions
ZN2_2HCO3t	SLC39A8	1.0	0.0	Transport, extracellular	Transport reactions
ZN2_HCO3_SELNIt	SLC39A8	1.0	0.0	Transport, extracellular	Transport reactions
ASNtec	SLC3A2;SLC43A1;SLC43A2;SLC7A5	1.0	0.0	Transport, extracellular	Transport reactions
CYSIt	SLC3A2;SLC43A1;SLC43A2;SLC7A5	1.0	0.0	Transport, extracellular	Transport reactions
CYStec	SLC3A2;SLC43A1;SLC43A2;SLC7A5	1.0	0.0	Transport, extracellular	Transport reactions
GLNtec	SLC3A2;SLC43A1;SLC43A2;SLC7A5	1.0	0.0	Transport, extracellular	Transport reactions
HIStec	SLC3A2;SLC43A1;SLC43A2;SLC7A5	1.0	0.0	Transport, extracellular	Transport reactions
ILEtec	SLC3A2;SLC43A1;SLC43A2;SLC7A5	1.0	0.0	Transport, extracellular	Transport reactions
LEUtec	SLC3A2;SLC43A1;SLC43A2;SLC7A5	1.0	0.0	Transport, extracellular	Transport reactions
VALtec	SLC3A2;SLC43A1;SLC43A2;SLC7A5	1.0	0.0	Transport, extracellular	Transport reactions
ADMARGARGtex	SLC3A2;SLC7A1;SLC7A6	1.0	0.0	Transport, extracellular	Transport reactions
ADMARGCITRtex	SLC3A2;SLC7A1;SLC7A6	1.0	0.0	Transport, extracellular	Transport reactions
ADMARGHIStex	SLC3A2;SLC7A1;SLC7A6	1.0	0.0	Transport, extracellular	Transport reactions
ADMARGLYStex	SLC3A2;SLC7A1;SLC7A6	1.0	0.0	Transport, extracellular	Transport reactions
ADMARGORNtex	SLC3A2;SLC7A1;SLC7A6	1.0	0.0	Transport, extracellular	Transport reactions
ARGLYStex	SLC3A2;SLC7A1;SLC7A6	1.0	0.0	Transport, extracellular	Transport reactions
ARGORNtex	SLC3A2;SLC7A1;SLC7A6	1.0	0.0	Transport, extracellular	Transport reactions
HISCITRtex	SLC3A2;SLC7A1;SLC7A6	1.0	0.0	Transport, extracellular	Transport reactions
HISLYStex	SLC3A2;SLC7A1;SLC7A6	1.0	0.0	Transport, extracellular	Transport reactions
HISORNtex	SLC3A2;SLC7A1;SLC7A6	1.0	0.0	Transport, extracellular	Transport reactions
LYSCITRtex	SLC3A2;SLC7A1;SLC7A6	1.0	0.0	Transport, extracellular	Transport reactions
LYSORNtex	SLC3A2;SLC7A1;SLC7A6	1.0	0.0	Transport, extracellular	Transport reactions
MMARGARGtex	SLC3A2;SLC7A1;SLC7A6	1.0	0.0	Transport, extracellular	Transport reactions
MMARGCITRtex	SLC3A2;SLC7A1;SLC7A6	1.0	0.0	Transport, extracellular	Transport reactions
MMARGHIStex	SLC3A2;SLC7A1;SLC7A6	1.0	0.0	Transport, extracellular	Transport reactions
MMARGLYStex	SLC3A2;SLC7A1;SLC7A6	1.0	0.0	Transport, extracellular	Transport reactions
MMARGORNtex	SLC3A2;SLC7A1;SLC7A6	1.0	0.0	Transport, extracellular	Transport reactions
ALAASNex	SLC3A2;SLC7A5	1.0	0.0	Transport, extracellular	Transport reactions
ALACYSex	SLC3A2;SLC7A5	1.0	0.0	Transport, extracellular	Transport reactions
ALAGLNex	SLC3A2;SLC7A5	1.0	0.0	Transport, extracellular	Transport reactions
ALAGLYex	SLC3A2;SLC7A5	1.0	0.0	Transport, extracellular	Transport reactions
ALAILEex	SLC3A2;SLC7A5	1.0	0.0	Transport, extracellular	Transport reactions
ALALEUex	SLC3A2;SLC7A5	1.0	0.0	Transport, extracellular	Transport reactions
ALAMETex	SLC3A2;SLC7A5	1.0	0.0	Transport, extracellular	Transport reactions
ALAPHEex	SLC3A2;SLC7A5	1.0	0.0	Transport, extracellular	Transport reactions
ALAPROex	SLC3A2;SLC7A5	1.0	0.0	Transport, extracellular	Transport reactions
ALASERex	SLC3A2;SLC7A5	1.0	0.0	Transport, extracellular	Transport reactions
ALATHRex	SLC3A2;SLC7A5	1.0	0.0	Transport, extracellular	Transport reactions
ALATRPex	SLC3A2;SLC7A5	1.0	0.0	Transport, extracellular	Transport reactions
ALATYRex	SLC3A2;SLC7A5	1.0	0.0	Transport, extracellular	Transport reactions
ALAVALex	SLC3A2;SLC7A5	1.0	0.0	Transport, extracellular	Transport reactions
ASNCYSex	SLC3A2;SLC7A5	1.0	0.0	Transport, extracellular	Transport reactions
ASNGLNex	SLC3A2;SLC7A5	1.0	0.0	Transport, extracellular	Transport reactions
ASNGLYex	SLC3A2;SLC7A5	1.0	0.0	Transport, extracellular	Transport reactions
ASNILEex	SLC3A2;SLC7A5	1.0	0.0	Transport, extracellular	Transport reactions
ASNLEUex	SLC3A2;SLC7A5	1.0	0.0	Transport, extracellular	Transport reactions
ASNMETex	SLC3A2;SLC7A5	1.0	0.0	Transport, extracellular	Transport reactions
ASNPHEex	SLC3A2;SLC7A5	1.0	0.0	Transport, extracellular	Transport reactions
ASNPROex	SLC3A2;SLC7A5	1.0	0.0	Transport, extracellular	Transport reactions
ASNSERex	SLC3A2;SLC7A5	1.0	0.0	Transport, extracellular	Transport reactions
ASNTHRex	SLC3A2;SLC7A5	1.0	0.0	Transport, extracellular	Transport reactions
ASNTRPex	SLC3A2;SLC7A5	1.0	0.0	Transport, extracellular	Transport reactions
ASNTYRex	SLC3A2;SLC7A5	1.0	0.0	Transport, extracellular	Transport reactions
ASNVALex	SLC3A2;SLC7A5	1.0	0.0	Transport, extracellular	Transport reactions
CYSGLNex	SLC3A2;SLC7A5	1.0	0.0	Transport, extracellular	Transport reactions
CYSGLYex	SLC3A2;SLC7A5	1.0	0.0	Transport, extracellular	Transport reactions
CYSILEex	SLC3A2;SLC7A5	1.0	0.0	Transport, extracellular	Transport reactions
CYSMETex	SLC3A2;SLC7A5	1.0	0.0	Transport, extracellular	Transport reactions
CYSPHEex	SLC3A2;SLC7A5	1.0	0.0	Transport, extracellular	Transport reactions
CYSPROex	SLC3A2;SLC7A5	1.0	0.0	Transport, extracellular	Transport reactions
CYSSERex	SLC3A2;SLC7A5	1.0	0.0	Transport, extracellular	Transport reactions
CYSTHRex	SLC3A2;SLC7A5	1.0	0.0	Transport, extracellular	Transport reactions
CYSTRPex	SLC3A2;SLC7A5	1.0	0.0	Transport, extracellular	Transport reactions
CYSTYRex	SLC3A2;SLC7A5	1.0	0.0	Transport, extracellular	Transport reactions
CYSVALex	SLC3A2;SLC7A5	1.0	0.0	Transport, extracellular	Transport reactions
GLNGLYex	SLC3A2;SLC7A5	1.0	0.0	Transport, extracellular	Transport reactions
GLNILEex	SLC3A2;SLC7A5	1.0	0.0	Transport, extracellular	Transport reactions
GLNLEUex	SLC3A2;SLC7A5	1.0	0.0	Transport, extracellular	Transport reactions
GLNMETex	SLC3A2;SLC7A5	1.0	0.0	Transport, extracellular	Transport reactions
GLNPHEex	SLC3A2;SLC7A5	1.0	0.0	Transport, extracellular	Transport reactions
GLNPROex	SLC3A2;SLC7A5	1.0	0.0	Transport, extracellular	Transport reactions
GLNSERex	SLC3A2;SLC7A5	1.0	0.0	Transport, extracellular	Transport reactions
GLNTHRex	SLC3A2;SLC7A5	1.0	0.0	Transport, extracellular	Transport reactions
GLNTRPex	SLC3A2;SLC7A5	1.0	0.0	Transport, extracellular	Transport reactions
GLNTYRex	SLC3A2;SLC7A5	1.0	0.0	Transport, extracellular	Transport reactions
GLNVALex	SLC3A2;SLC7A5	1.0	0.0	Transport, extracellular	Transport reactions
GLYILEex	SLC3A2;SLC7A5	1.0	0.0	Transport, extracellular	Transport reactions
GLYLEUex	SLC3A2;SLC7A5	1.0	0.0	Transport, extracellular	Transport reactions
GLYMETex	SLC3A2;SLC7A5	1.0	0.0	Transport, extracellular	Transport reactions
GLYPHEex	SLC3A2;SLC7A5	1.0	0.0	Transport, extracellular	Transport reactions
GLYPROex	SLC3A2;SLC7A5	1.0	0.0	Transport, extracellular	Transport reactions
GLYSERex	SLC3A2;SLC7A5	1.0	0.0	Transport, extracellular	Transport reactions
