Variables		Flux and Age	Flux and Age	Flux and BMI	Flux and BMI	Flux and Weight	Flux and Weight	Flux and Height	Flux and Height	Flux and Hemolysis.volume	Flux and Hemolysis.volume	Flux and Hemolysis.hct	Flux and Hemolysis.hct	Flux and Hemolysis.storage_total_hb	Flux and Hemolysis.storage_total_hb	Flux and Hemolysis.storage_pct_hemol	Flux and Hemolysis.storage_pct_hemol	Flux and Hemolysis.pink_total_hb	Flux and Hemolysis.pink_total_hb	Flux and Hemolysis.pink_pct_hemol	Flux and Hemolysis.pink_pct_hemol	Flux and Recall.Transfer.Storage.Hemolysis	Flux and Recall.Transfer.Storage.Hemolysis	Flux and Recall.Transfer.Osmotic.Hemolysis	Flux and Recall.Transfer.Osmotic.Hemolysis	Flux and Recall.Transfer.Oxidative.Hemolysis	Flux and Recall.Transfer.Oxidative.Hemolysis	Flux and Adjusted.Storage.Hemolysis	Flux and Adjusted.Storage.Hemolysis	Flux and Adjusted.Osmotic.Hemolysis	Flux and Adjusted.Osmotic.Hemolysis	Flux and Adjusted.Oxidative.Hemolysis	Flux and Adjusted.Oxidative.Hemolysis	Flux and CBC.WBC	Flux and CBC.WBC	Flux and CBC.RBC	Flux and CBC.RBC	Flux and CBC.HGB	Flux and CBC.HGB	Flux and CBC.HCT	Flux and CBC.HCT	Flux and CBC.MCV	Flux and CBC.MCV	Flux and CBC.RDW	Flux and CBC.RDW	Flux and CBC.PLT	Flux and CBC.PLT	Flux and Ferritin	Flux and Ferritin	subsystem	category
TDCHOGTHABCte	ABCC4	0.1407309047090183	1.2324830530707515e-09	-0.0255412842502672	0.2724603258106564	-0.0726586151144245	0.0017750686561037	-0.1020017992777821	1.1159808440956548e-05	0.0087969800126488	0.7054905644175264	0.3506579312017626	1.344864417910929e-54	0.2677004713265219	1.0720464285246639e-31	-0.0023781093565042	0.9186940096084236	-0.023832625427803	0.305845687839915	-0.1454624781022645	3.3337343765133897e-10	-0.0234897056815188	0.3164255634428606	-0.1478826898462034	2.2800365674209183e-10	-0.1142629686414971	1.0153796760684693e-06	0.0145914050995513	0.5310788633093004	-0.0604582342231452	0.0093326873127767	-0.0729788169500512	0.0073072712917449	0.0227861193545174	0.3323422663167305	-0.0105453204359383	0.6537262789122571	-0.0673778899098947	0.0041125588746172	-0.0352717325955211	0.1333908243701756	0.000159626441837	0.9945822262827408	0.0102913252295615	0.6615412479247221	0.147324399784987	2.9510247183445477e-10	-0.0972087926608086	2.882790319041163e-05	Transport, extracellular	Transport reactions
TUDCHOGTHABCte	ABCC4	0.1407309047090183	1.2324830530707515e-09	-0.0255412842502672	0.2724603258106564	-0.0726586151144245	0.0017750686561037	-0.1020017992777821	1.1159808440956548e-05	0.0087969800126488	0.7054905644175264	0.3506579312017626	1.344864417910929e-54	0.2677004713265219	1.0720464285246639e-31	-0.0023781093565042	0.9186940096084236	-0.023832625427803	0.305845687839915	-0.1454624781022645	3.3337343765133897e-10	-0.0234897056815188	0.3164255634428606	-0.1478826898462034	2.2800365674209183e-10	-0.1142629686414971	1.0153796760684693e-06	0.0145914050995513	0.5310788633093004	-0.0604582342231452	0.0093326873127767	-0.0729788169500512	0.0073072712917449	0.0227861193545174	0.3323422663167305	-0.0105453204359383	0.6537262789122571	-0.0673778899098947	0.0041125588746172	-0.0352717325955211	0.1333908243701756	0.000159626441837	0.9945822262827408	0.0102913252295615	0.6615412479247221	0.147324399784987	2.9510247183445477e-10	-0.0972087926608086	2.882790319041163e-05	Transport, extracellular	Transport reactions
CAMPABCte	ABCC4;ABCC5	0.1472569468908961	2.0076074054608755e-10	-0.0740264574589914	0.0014500757864784	-0.1149169523914399	7.301529065538274e-07	-0.107966003423455	3.291377221951401e-06	0.0327798443546905	0.1589602367348633	0.4296136206883892	7.008356630136597e-84	0.3371214147354778	2.390156880999883e-50	-0.0493949154874108	0.0338764001359233	-0.0153730203933816	0.5089631880814218	-0.1317460430859086	1.311887370009196e-08	-0.0575832657045108	0.0139863838559543	-0.1248381963271856	9.066507792317828e-08	-0.1581290015412792	1.1530964908702852e-11	-0.0282402718022727	0.2253450712342298	-0.0319506056849666	0.1697754637039533	-0.0790591980092117	0.0036528648173409	0.0203684909252497	0.3862000114700649	-0.0290256724859561	0.2168451691639597	-0.0400998853432976	0.0879217134499135	-0.0254024317249033	0.2798089625405237	0.038000324194089	0.1058674565807662	-0.0334157157333871	0.1550720977634592	0.1601349747180436	7.074338762076598e-12	-0.0735150403956442	0.0015784398214045	Transport, extracellular	Transport reactions
CGMPABCte	ABCC4;ABCC5	0.1472569468908961	2.0076074054608755e-10	-0.0740264574589914	0.0014500757864784	-0.1149169523914399	7.301529065538274e-07	-0.107966003423455	3.291377221951401e-06	0.0327798443546905	0.1589602367348633	0.4296136206883892	7.008356630136597e-84	0.3371214147354778	2.390156880999883e-50	-0.0493949154874108	0.0338764001359233	-0.0153730203933816	0.5089631880814218	-0.1317460430859086	1.311887370009196e-08	-0.0575832657045108	0.0139863838559543	-0.1248381963271856	9.066507792317828e-08	-0.1581290015412792	1.1530964908702852e-11	-0.0282402718022727	0.2253450712342298	-0.0319506056849666	0.1697754637039533	-0.0790591980092117	0.0036528648173409	0.0203684909252497	0.3862000114700649	-0.0290256724859561	0.2168451691639597	-0.0400998853432976	0.0879217134499135	-0.0254024317249033	0.2798089625405237	0.038000324194089	0.1058674565807662	-0.0334157157333871	0.1550720977634592	0.1601349747180436	7.074338762076598e-12	-0.0735150403956442	0.0015784398214045	Transport, extracellular	Transport reactions
CIMPABCte	ABCC4;ABCC5	0.1472569468908961	2.0076074054608755e-10	-0.0740264574589914	0.0014500757864784	-0.1149169523914399	7.301529065538274e-07	-0.107966003423455	3.291377221951401e-06	0.0327798443546905	0.1589602367348633	0.4296136206883892	7.008356630136597e-84	0.3371214147354778	2.390156880999883e-50	-0.0493949154874108	0.0338764001359233	-0.0153730203933816	0.5089631880814218	-0.1317460430859086	1.311887370009196e-08	-0.0575832657045108	0.0139863838559543	-0.1248381963271856	9.066507792317828e-08	-0.1581290015412792	1.1530964908702852e-11	-0.0282402718022727	0.2253450712342298	-0.0319506056849666	0.1697754637039533	-0.0790591980092117	0.0036528648173409	0.0203684909252497	0.3862000114700649	-0.0290256724859561	0.2168451691639597	-0.0400998853432976	0.0879217134499135	-0.0254024317249033	0.2798089625405237	0.038000324194089	0.1058674565807662	-0.0334157157333871	0.1550720977634592	0.1601349747180436	7.074338762076598e-12	-0.0735150403956442	0.0015784398214045	Transport, extracellular	Transport reactions
5FLURAABCte	ABCC4;ABCC5;ABCG2	0.1479908514660063	1.6286294113331058e-10	-0.0778998859170169	0.0008034099510663	-0.1208149038342683	1.8964340495248602e-07	-0.1135310938587351	9.92892731645632e-07	0.0274580579876548	0.2380793948419456	0.4392713743417153	4.892418937114487e-88	0.3433897744558242	2.7332046775841877e-52	-0.0587927280372854	0.0115427032118827	-0.0173668779926676	0.4555919642288839	-0.1359657415392256	4.403896671218885e-09	-0.0602186278142874	0.0101613894741094	-0.1248642284653848	9.010455924611045e-08	-0.1568743110103087	1.6798504042988575e-11	-0.0360419055810696	0.1217238666888129	-0.0328041911493011	0.1586507588954355	-0.0792244809434255	0.0035823137544895	0.025336462990449	0.2810600680270778	-0.0400981179510133	0.0879357179432527	-0.0453346638551895	0.0536752867821663	-0.0310473906664565	0.186494978613879	0.0501162612824021	0.0329085696366236	-0.039026431484399	0.096764158731534	0.1657977243659409	1.2301276492513993e-12	-0.0735344515938646	0.0015739136366588	Transport, extracellular	Transport reactions
5FTHFABCte	ABCC4;ABCG2	0.1454261724989014	3.3679009063233643e-10	-0.0404233209531011	0.0823400567000054	-0.0888482277730378	0.000131079484201	-0.1107025576588125	1.8388679456009336e-06	0.0051027782642603	0.8264840303956626	0.3867247500959458	5.5337925236469625e-67	0.2961513464677597	9.987232235902671e-39	-0.0247571905625313	0.2878503073239881	-0.0248881195762424	0.2849158518017938	-0.1513537143593378	6.161955831943215e-11	-0.034560484735235	0.1404187658083596	-0.1467970486310245	3.09147107204629e-10	-0.1231153260492872	1.3629374216089365e-07	-0.004439388149473	0.8488712696280842	-0.0572873208473378	0.0137762572916441	-0.0756683226279759	0.0054084173602671	0.0299358307847471	0.2027689163301949	-0.0275568827750648	0.241019101738916	-0.0681210247634029	0.0037183451005369	-0.0394444779427058	0.0932395703739458	0.023157434130402	0.3245218563033504	-0.0049093248303366	0.8345768971490632	0.1604715411944214	6.3867553954898594e-12	-0.0939562933337065	5.300696548320714e-05	Transport, extracellular	Transport reactions
5MTHFABCte	ABCC4;ABCG2	0.1454261724989014	3.3679009063233643e-10	-0.0404233209531011	0.0823400567000054	-0.0888482277730378	0.000131079484201	-0.1107025576588125	1.8388679456009336e-06	0.0051027782642603	0.8264840303956626	0.3867247500959458	5.5337925236469625e-67	0.2961513464677597	9.987232235902671e-39	-0.0247571905625313	0.2878503073239881	-0.0248881195762424	0.2849158518017938	-0.1513537143593378	6.161955831943215e-11	-0.034560484735235	0.1404187658083596	-0.1467970486310245	3.09147107204629e-10	-0.1231153260492872	1.3629374216089365e-07	-0.004439388149473	0.8488712696280842	-0.0572873208473378	0.0137762572916441	-0.0756683226279759	0.0054084173602671	0.0299358307847471	0.2027689163301949	-0.0275568827750648	0.241019101738916	-0.0681210247634029	0.0037183451005369	-0.0394444779427058	0.0932395703739458	0.023157434130402	0.3245218563033504	-0.0049093248303366	0.8345768971490632	0.1604715411944214	6.3867553954898594e-12	-0.0939562933337065	5.300696548320714e-05	Transport, extracellular	Transport reactions
DHEASABCte	ABCC4;ABCG2	0.1454261724989014	3.3679009063233643e-10	-0.0404233209531011	0.0823400567000054	-0.0888482277730378	0.000131079484201	-0.1107025576588125	1.8388679456009336e-06	0.0051027782642603	0.8264840303956626	0.3867247500959458	5.5337925236469625e-67	0.2961513464677597	9.987232235902671e-39	-0.0247571905625313	0.2878503073239881	-0.0248881195762424	0.2849158518017938	-0.1513537143593378	6.161955831943215e-11	-0.034560484735235	0.1404187658083596	-0.1467970486310245	3.09147107204629e-10	-0.1231153260492872	1.3629374216089365e-07	-0.004439388149473	0.8488712696280842	-0.0572873208473378	0.0137762572916441	-0.0756683226279759	0.0054084173602671	0.0299358307847471	0.2027689163301949	-0.0275568827750648	0.241019101738916	-0.0681210247634029	0.0037183451005369	-0.0394444779427058	0.0932395703739458	0.023157434130402	0.3245218563033504	-0.0049093248303366	0.8345768971490632	0.1604715411944214	6.3867553954898594e-12	-0.0939562933337065	5.300696548320714e-05	Transport, extracellular	Transport reactions
URATEABCte	ABCC4;ABCG2	0.1454261724989014	3.3679009063233643e-10	-0.0404233209531011	0.0823400567000054	-0.0888482277730378	0.000131079484201	-0.1107025576588125	1.8388679456009336e-06	0.0051027782642603	0.8264840303956626	0.3867247500959458	5.5337925236469625e-67	0.2961513464677597	9.987232235902671e-39	-0.0247571905625313	0.2878503073239881	-0.0248881195762424	0.2849158518017938	-0.1513537143593378	6.161955831943215e-11	-0.034560484735235	0.1404187658083596	-0.1467970486310245	3.09147107204629e-10	-0.1231153260492872	1.3629374216089365e-07	-0.004439388149473	0.8488712696280842	-0.0572873208473378	0.0137762572916441	-0.0756683226279759	0.0054084173602671	0.0299358307847471	0.2027689163301949	-0.0275568827750648	0.241019101738916	-0.0681210247634029	0.0037183451005369	-0.0394444779427058	0.0932395703739458	0.023157434130402	0.3245218563033504	-0.0049093248303366	0.8345768971490632	0.1604715411944214	6.3867553954898594e-12	-0.0939562933337065	5.300696548320714e-05	Transport, extracellular	Transport reactions
LLACPHEABCte	ABCC5	0.1261895653108671	5.2454445405358914e-08	-0.1207103656896576	1.9433930095786857e-07	-0.1423530698441772	7.910493300738568e-10	-0.0898124889922526	0.000110591766862	0.0609423140498247	0.0087807624089872	0.4447621531588543	1.8445920533023803e-90	0.3537203430693683	1.3734455876526467e-55	-0.1088230988002012	2.798496945887288e-06	-0.0068396403058249	0.7688882026757636	-0.0814819162574816	0.000454491907774	-0.0956569036979443	4.340604445319588e-05	-0.061304409636988	0.0088779406708559	-0.1824980553299566	4.2130235980172274e-15	-0.0854399049402295	0.0002386213882086	0.0155744857974342	0.5034257347931332	-0.0573345955476759	0.0351705767796578	0.0147515501222456	0.5303061033724678	-0.0518345269827561	0.0273537834514304	0.0047935398283834	0.8384239725742753	-0.0103308592692927	0.6603224060378742	0.0840248671174274	0.000342804184637	-0.0882201136989417	0.0001698729755044	0.1390298806757868	2.799091556591598e-09	-0.0234154830502735	0.3147850182415169	Transport, extracellular	Transport reactions
NTPC	ABCE1	0.0955917349402387	3.855363769171392e-05	-0.079297377192789	0.000645041387809	-0.0939645392243822	5.2188653539943126e-05	-0.0431742558725593	0.0635105452780923	-0.02298253546624	0.3234251791881432	0.2660875717306943	2.537361172862932e-31	0.2274074378743368	4.1947174570385676e-23	-0.0605866443209823	0.0092402806788164	-0.0408937147679153	0.078832646253473	-0.0426505277689404	0.0667921278986375	-0.0760678546296816	0.0011600072682572	-0.0438801930506985	0.0611895621117708	-0.0813740150076586	0.0005092013265803	-0.0356258322414631	0.1260906644328672	0.0202447731613263	0.3844151269723377	-0.0928525534305401	0.0006358513733809	0.0209809686541049	0.3720760880035602	-0.0064008134340242	0.7854052014934951	0.0175886748317233	0.4543101139882581	0.0364084095605147	0.1213186223886571	0.0576743686230714	0.0140724426238701	-0.0707158243595369	0.0025962125708134	0.0686602994180429	0.003454115475453	-0.0068558620814592	0.7685386809164173	Nucleotide metabolism	Nucleotide metabolism
NTPU	ABCE1	0.0955917349402387	3.855363769171392e-05	-0.079297377192789	0.000645041387809	-0.0939645392243822	5.2188653539943126e-05	-0.0431742558725593	0.0635105452780923	-0.02298253546624	0.3234251791881432	0.2660875717306943	2.537361172862932e-31	0.2274074378743368	4.1947174570385676e-23	-0.0605866443209823	0.0092402806788164	-0.0408937147679153	0.078832646253473	-0.0426505277689404	0.0667921278986375	-0.0760678546296816	0.0011600072682572	-0.0438801930506985	0.0611895621117708	-0.0813740150076586	0.0005092013265803	-0.0356258322414631	0.1260906644328672	0.0202447731613263	0.3844151269723377	-0.0928525534305401	0.0006358513733809	0.0209809686541049	0.3720760880035602	-0.0064008134340242	0.7854052014934951	0.0175886748317233	0.4543101139882581	0.0364084095605147	0.1213186223886571	0.0576743686230714	0.0140724426238701	-0.0707158243595369	0.0025962125708134	0.0686602994180429	0.003454115475453	-0.0068558620814592	0.7685386809164173	Nucleotide metabolism	Nucleotide metabolism
INDSABCte	ABCG2	0.116406596012854	5.226358179717538e-07	-0.0787946030809497	0.000698335850797	-0.1205037102441352	2.039549643439078e-07	-0.1097836330408274	2.2393338502579656e-06	-0.0058540720890408	0.8014361436023618	0.3953505811867845	3.476191646560071e-70	0.305540850406439	3.132928908105622e-41	-0.0985421783038564	2.2333798798997716e-05	-0.0277628335672093	0.2329080010637599	-0.1286662991549396	2.848583280171372e-08	-0.0613987108759035	0.0087736134831974	-0.099893031802292	1.9502554339993305e-05	-0.1162237853352435	6.589266088834482e-07	-0.070863449166926	0.0023221889909322	-0.0309043224057797	0.1841963653540599	-0.053280064411689	0.05032261605663	0.0539869032039987	0.0215513887536836	-0.0826540922751014	0.0004283276260567	-0.0597698007772136	0.0109347825395657	-0.0507783858981718	0.0306631820219322	0.0922548826007341	8.398043470794562e-05	-0.0527194742294173	0.0248225465301803	0.1597965172657871	7.838728501100215e-12	-0.0569015312805593	0.0145076400824611	Transport, extracellular	Transport reactions
RIBFLVABCte	ABCG2	0.116406596012854	5.226358179717538e-07	-0.0787946030809497	0.000698335850797	-0.1205037102441352	2.039549643439078e-07	-0.1097836330408274	2.2393338502579656e-06	-0.0058540720890408	0.8014361436023618	0.3953505811867845	3.476191646560071e-70	0.305540850406439	3.132928908105622e-41	-0.0985421783038564	2.2333798798997716e-05	-0.0277628335672093	0.2329080010637599	-0.1286662991549396	2.848583280171372e-08	-0.0613987108759035	0.0087736134831974	-0.099893031802292	1.9502554339993305e-05	-0.1162237853352435	6.589266088834482e-07	-0.070863449166926	0.0023221889909322	-0.0309043224057797	0.1841963653540599	-0.053280064411689	0.05032261605663	0.0539869032039987	0.0215513887536836	-0.0826540922751014	0.0004283276260567	-0.0597698007772136	0.0109347825395657	-0.0507783858981718	0.0306631820219322	0.0922548826007341	8.398043470794562e-05	-0.0527194742294173	0.0248225465301803	0.1597965172657871	7.838728501100215e-12	-0.0569015312805593	0.0145076400824611	Transport, extracellular	Transport reactions
ACHEe	ACHE	0.0422225238149882	0.0695763895840917	-0.0537102448948259	0.0209424495889843	-0.0848718002492845	0.0002595745921181	-0.07853375354585	0.0007275703547114	0.0198552312467264	0.3936312429523347	0.1227744552937245	1.194449478020713e-07	0.0703985267050048	0.0024615561428635	-0.018211185546486	0.4343508237920973	-0.0877416294299311	0.0001589818870819	-0.0085536447725824	0.7132720635903099	-0.019263119775394	0.411344276346447	-0.0363717231300151	0.120771235177425	-0.0626217349942654	0.0075163445399286	-0.0170004162266853	0.4655218585620093	0.0141630056056627	0.5428803762317773	-0.0512225362349236	0.0599001336470364	0.0316264255551489	0.1784094745003837	-0.0761934446951263	0.0011709947259003	-0.0123395550412665	0.5996369441503913	-0.0282441044705966	0.2294822528958393	0.0674458280865364	0.0040750060262238	-0.0672454610648071	0.004186662215393	0.0604171543415186	0.0100999569684352	0.0118993769457253	0.6094973154297668	Glycerophospholipid metabolism	Lipid metabolism
ACITL	ACLY	-0.0406712477514475	0.0804759946643147	-0.0454172329148079	0.0509264385873192	-0.0416401838290692	0.0735168458794429	0.0062604154101788	0.7879715471889447	0.0982114297599629	2.343982665903716e-05	0.113765110179823	9.429097963691188e-07	0.0429360643822025	0.064986125022602	-0.0670391787893046	0.0039659856814754	-0.0783410423196473	0.0007498935453908	0.0337142637359853	0.1474067238270173	-0.0218461862696953	0.3514826835892352	-0.0095678943428051	0.6832579430332433	-0.0316199249408093	0.1774226259893468	-0.0607499204266221	0.0090525848786205	0.0536557614955257	0.021072958701561	-0.0296495138510248	0.2763202138203817	0.0018226322566441	0.9382006582604184	0.0006090429853091	0.9793310331782108	0.0258471541113971	0.2714734848450001	-0.0049024891811546	0.8348039097132066	0.0098637335252013	0.6747807112091839	-0.0310188427679537	0.1869005003010345	0.0119395188297972	0.6115206917759743	0.0035342311420298	0.8794195673632842	Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism	Carbohydrate metabolism
ACONT	ACO1	0.0423620433139663	0.0686585073506212	-0.0700597071894196	0.0025832279105044	-0.0869871286858646	0.0001811113007888	-0.0512213581066092	0.0276739090049912	0.047551624368	0.0409594788111337	0.3832725467201189	9.950901236571025e-66	0.249125749825369	1.53069157115325e-27	-0.1034072066738821	8.562154819490617e-06	-0.0764902506452324	0.000999070872717	-0.0395149533470224	0.0894705236779291	-0.049535611506652	0.0345419206986033	-0.0592348084463088	0.01146418787887	-0.0944633469983063	5.4066753297476514e-05	-0.0796553812299369	0.0006157091121405	0.0417598608121001	0.0726924867215906	0.0210664190702228	0.4392865859237266	0.0798031559464773	0.0006735926873628	-0.0136431413644891	0.5616570784468187	-0.0458861206662797	0.0508264061723573	-0.0325942533470935	0.1654814184068189	0.0009452388114439	0.9679266742954192	-0.0120239040212245	0.6090052234212686	0.1119514933629091	1.7771640679432598e-06	-0.0366622643001165	0.1154335486823082	Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism	Carbohydrate metabolism
FACOAE_10_0	ACOT7	0.0621449456720988	0.0075336526849635	-0.0594413221601411	0.0105938920048084	-0.0010692713206787	0.9633619434321814	0.1148801521874736	7.361706770531656e-07	0.0629521644860329	0.006788093707907	0.3855398379425441	1.4977082019891342e-66	0.2548657560580747	8.647233018000254e-29	-0.09606912811505	3.576410465385393e-05	-0.0658703427286715	0.0046139414207558	0.0473848307597261	0.0416738486698106	-0.0773635664575101	0.000953039674349	0.0355164721506406	0.129762789056944	-0.1789200906958417	1.448600319593871e-14	-0.0851554149053331	0.0002503574745636	0.1112637918804639	1.629130892760712e-06	-0.0112719566512633	0.6790296405315899	-0.0626058610740811	0.0076815184467539	-0.0252018360844036	0.2836250421716907	0.0149007427663269	0.5261550612202628	-0.0295180768144656	0.2091449504294072	-0.0043318554174266	0.8538014289023897	0.0175962215974806	0.4541164926109354	-0.0242506734182305	0.3021975993247787	-0.0681886672248819	0.0033856349693542	Acyl-CoA hydrolysis	Lipid metabolism
