reactions	references
FAt_hs_20_9Z	pubmed:14175619;pubmed:2036445;pubmed:20498721;pubmed:5041270;pubmed:7572221;pubmed:7707348;pubmed:8732257;pubmed:9972864
FAt_hs_21_0	pubmed:14175619;pubmed:2036445;pubmed:20498721;pubmed:5041270;pubmed:7572221;pubmed:7707348;pubmed:8732257;pubmed:9972864
FAt_hs_22_0	pubmed:14175619;pubmed:2036445;pubmed:20498721;pubmed:5041270;pubmed:7572221;pubmed:7707348;pubmed:8732257;pubmed:9972864
FAt_hs_22_10Z13Z16Z	pubmed:14175619;pubmed:2036445;pubmed:20498721;pubmed:5041270;pubmed:7572221;pubmed:7707348;pubmed:8732257;pubmed:9972864
FAt_hs_22_10Z13Z16Z19Z	pubmed:14175619;pubmed:2036445;pubmed:20498721;pubmed:5041270;pubmed:7572221;pubmed:7707348;pubmed:8732257;pubmed:9972864
FAt_hs_22_11Z	pubmed:14175619;pubmed:2036445;pubmed:20498721;pubmed:5041270;pubmed:7572221;pubmed:7707348;pubmed:8732257;pubmed:9972864
FAt_hs_22_13Z	pubmed:14175619;pubmed:2036445;pubmed:20498721;pubmed:5041270;pubmed:7572221;pubmed:7707348;pubmed:8732257;pubmed:9972864
FAt_hs_22_13Z16Z	pubmed:14175619;pubmed:2036445;pubmed:20498721;pubmed:5041270;pubmed:7572221;pubmed:7707348;pubmed:8732257;pubmed:9972864
FAt_hs_22_13Z16Z19Z	pubmed:14175619;pubmed:2036445;pubmed:20498721;pubmed:5041270;pubmed:7572221;pubmed:7707348;pubmed:8732257;pubmed:9972864
FAt_hs_22_4Z7Z10Z13Z16Z	pubmed:14175619;pubmed:2036445;pubmed:20498721;pubmed:5041270;pubmed:7572221;pubmed:7707348;pubmed:8732257;pubmed:9972864
FAt_hs_22_4Z7Z10Z13Z16Z19Z	pubmed:14175619;pubmed:2036445;pubmed:20498721;pubmed:5041270;pubmed:7572221;pubmed:7707348;pubmed:8732257;pubmed:9972864
FAt_hs_22_7Z10Z13Z16Z	pubmed:14175619;pubmed:2036445;pubmed:20498721;pubmed:5041270;pubmed:7572221;pubmed:7707348;pubmed:8732257;pubmed:9972864
FAt_hs_22_7Z10Z13Z16Z19Z	pubmed:14175619;pubmed:2036445;pubmed:20498721;pubmed:5041270;pubmed:7572221;pubmed:7707348;pubmed:8732257;pubmed:9972864
FAt_hs_23_0	pubmed:14175619;pubmed:2036445;pubmed:20498721;pubmed:5041270;pubmed:7572221;pubmed:7707348;pubmed:8732257;pubmed:9972864
FAt_hs_24_0	pubmed:14175619;pubmed:2036445;pubmed:20498721;pubmed:5041270;pubmed:7572221;pubmed:7707348;pubmed:8732257;pubmed:9972864
FAt_hs_24_12Z15Z18Z21Z	pubmed:14175619;pubmed:2036445;pubmed:20498721;pubmed:5041270;pubmed:7572221;pubmed:7707348;pubmed:8732257;pubmed:9972864
FAt_hs_24_15Z	pubmed:14175619;pubmed:2036445;pubmed:20498721;pubmed:5041270;pubmed:7572221;pubmed:7707348;pubmed:8732257;pubmed:9972864
FAt_hs_24_6Z9Z12Z15Z18Z	pubmed:14175619;pubmed:2036445;pubmed:20498721;pubmed:5041270;pubmed:7572221;pubmed:7707348;pubmed:8732257;pubmed:9972864
FAt_hs_24_6Z9Z12Z15Z18Z21Z	pubmed:14175619;pubmed:2036445;pubmed:20498721;pubmed:5041270;pubmed:7572221;pubmed:7707348;pubmed:8732257;pubmed:9972864
FAt_hs_24_9Z12Z15Z18Z	pubmed:14175619;pubmed:2036445;pubmed:20498721;pubmed:5041270;pubmed:7572221;pubmed:7707348;pubmed:8732257;pubmed:9972864
FAt_hs_24_9Z12Z15Z18Z21Z	pubmed:14175619;pubmed:2036445;pubmed:20498721;pubmed:5041270;pubmed:7572221;pubmed:7707348;pubmed:8732257;pubmed:9972864
FAt_hs_26_0	pubmed:14175619;pubmed:2036445;pubmed:20498721;pubmed:5041270;pubmed:7572221;pubmed:7707348;pubmed:8732257;pubmed:9972864
FAt_hs_26_17Z	pubmed:14175619;pubmed:2036445;pubmed:20498721;pubmed:5041270;pubmed:7572221;pubmed:7707348;pubmed:8732257;pubmed:9972864
FAt_hs_3_0	pubmed:14175619;pubmed:2036445;pubmed:20498721;pubmed:5027080;pubmed:5041270;pubmed:7572221;pubmed:7707348;pubmed:8732257;pubmed:9972864
FAt_hs_4_0	pubmed:14175619;pubmed:2036445;pubmed:20498721;pubmed:5027080;pubmed:5041270;pubmed:7572221;pubmed:7707348;pubmed:8732257;pubmed:9972864
FAt_hs_5_0	pubmed:14175619;pubmed:2036445;pubmed:20498721;pubmed:5027080;pubmed:5041270;pubmed:7572221;pubmed:7707348;pubmed:8732257;pubmed:9972864
FAt_hs_6_0	pubmed:14175619;pubmed:2036445;pubmed:20498721;pubmed:5041270;pubmed:7572221;pubmed:7707348;pubmed:8732257;pubmed:9972864
FAt_hs_7_0	pubmed:14175619;pubmed:2036445;pubmed:20498721;pubmed:5041270;pubmed:7572221;pubmed:7707348;pubmed:8732257;pubmed:9972864
FAt_hs_8_0	pubmed:14175619;pubmed:2036445;pubmed:20498721;pubmed:5041270;pubmed:7572221;pubmed:7707348;pubmed:8732257;pubmed:9972864
FAt_hs_9_0	pubmed:14175619;pubmed:2036445;pubmed:20498721;pubmed:5041270;pubmed:7572221;pubmed:7707348;pubmed:8732257;pubmed:9972864
FE2DMT1t	pubmed:17109629;pubmed:23177986
FE2PHEMEABCte	pubmed:17661442;pubmed:20705604;pubmed:22655043;pubmed:23792964;pubmed:29192381;pubmed:35950458
FE2_2HCO3t	pubmed:22456662;pubmed:22898811;pubmed:27422508
FE2t	pubmed:24304836;pubmed:29599243;pubmed:30409893
FE3t	pubmed:10192390;pubmed:16227996;pubmed:33352721
FOR_Cltex	pubmed:10028241;pubmed:34669510
FRUt1r	pubmed:13192763;pubmed:203521;pubmed:5773084;pubmed:624285
FUMtr	pubmed:7138916
GALTt
GAL_Dt	doi:10.1016/B978-0-12-677201-2.X5001-6;pubmed:5084118;pubmed:722542
GAL_bDt
GALt1r
GAMt1r	pubmed:23506862
GLC_Dt	doi:10.1016/B978-0-12-677201-2.X5001-6;pubmed:13192763;pubmed:19540949;pubmed:203521;pubmed:23506862;pubmed:2630804;pubmed:3595881;pubmed:5073273
GLC_aDt	doi:10.1016/B978-0-12-677201-2.X5001-6;pubmed:13192763;pubmed:19540949;pubmed:203521;pubmed:23506862;pubmed:2630804;pubmed:3595881;pubmed:5073273
GLNADMARGNaEx	pubmed:22367507;pubmed:22705145;pubmed:32318874;pubmed:35624807;pubmed:7055559;pubmed:7915653
GLNALANaEx	pubmed:6109287
GLNARGNaEx	pubmed:32318874;pubmed:7055559;pubmed:7915653
GLNASNNaEx	pubmed:6109287
GLNCITRNaEx	pubmed:32318874;pubmed:7055559;pubmed:7915653
GLNCYSNaEx	pubmed:6109287
GLNGLYex
GLNILEex
GLNLEUex
GLNLYSNaEx	pubmed:32318874;pubmed:7055559;pubmed:7915653
GLNMETex
GLNMMARGNaEx	pubmed:32318874;pubmed:7055559;pubmed:7915653;pubmed:9279204
GLNNaHtex	pubmed:6144310;pubmed:7372663;pubmed:7915653
GLNORNNaEx	pubmed:32318874;pubmed:6893152;pubmed:7055559;pubmed:7081429;pubmed:7915653
GLNPHEex
GLNPROex
GLNSERNaEx	pubmed:6109287
GLNSERex
GLNTHRNaEx	pubmed:6109287
GLNTHRex
GLNTRPex
GLNTYRex
GLNVALex
GLNtec	pubmed:32318874;pubmed:7055559;pubmed:7915653
GLUNaHKtex	pubmed:22389252
GLUte
GLXCLtex	pubmed:34669510;pubmed:6049869
GLYADMARGNaEx	pubmed:22367507;pubmed:22705145;pubmed:32318874;pubmed:35624807;pubmed:7055559;pubmed:7320944;pubmed:7915653
GLYARGNaEx	pubmed:32318874;pubmed:7055559;pubmed:7320944;pubmed:7915653
GLYBNatex
GLYCITRNaEx	pubmed:32318874;pubmed:7055559;pubmed:7320944;pubmed:7915653
GLYCLTt2	pubmed:11005765;pubmed:12739169;pubmed:22131303;pubmed:22162139;pubmed:22878645;pubmed:25371203;pubmed:6764785;pubmed:8476015
GLYCTCLtex	pubmed:34669510
GLYC_Rt	pubmed:12125098;pubmed:16198644;pubmed:26546809
GLYC_St	pubmed:16198644;pubmed:26546809
GLYCt	pubmed:30659792;pubmed:33633837;pubmed:5792244;pubmed:9525951
GLYILEex
GLYLEUex
GLYLYSNaEx	pubmed:32318874;pubmed:7055559;pubmed:7320944;pubmed:7915653
GLYMETex
GLYMMARGNaEx	pubmed:32318874;pubmed:7055559;pubmed:7320944;pubmed:7915653;pubmed:9279204
GLYORNNaEx	pubmed:32318874;pubmed:6893152;pubmed:7055559;pubmed:7081429;pubmed:7320944;pubmed:7915653
GLYPHEex
GLYPROex
GLYSERex
GLYTHRex
GLYTRPex
GLYTYRex
GLYVALex
GLY_Cl_2Nat	pubmed:2703819;pubmed:7320944;pubmed:7915653
GLY_Cltex	pubmed:1659210;pubmed:34669510;pubmed:7320944
GLYtec	pubmed:32318874;pubmed:7055559;pubmed:7320944;pubmed:7915653
GSNt	pubmed:27759477;pubmed:33806028;pubmed:4072092;pubmed:4696411;pubmed:5027755;pubmed:5160738;pubmed:5545262
GTHNOABCte	pubmed:11437348;pubmed:16023102;pubmed:16364236;pubmed:17710652;pubmed:27156251
GTHOXABCte	pubmed:11437348;pubmed:16364236;pubmed:17710652;pubmed:20498365;pubmed:5773294
GUAt	pubmed:26455426;pubmed:27759477;pubmed:3379069;pubmed:33806028;pubmed:4072092;pubmed:4696411;pubmed:5027755;pubmed:5160738;pubmed:5545262
H2O2t	pubmed:36643550
H2Ot	pubmed:19540949;pubmed:30659792;pubmed:33633837;pubmed:36643550;pubmed:6199982;pubmed:8576117;pubmed:9525951
H2SUCCt	pubmed:32946811
H2St	pubmed:23864610
HCO3_Cltex	pubmed:19540949
HCYSADMARGNaEx	pubmed:22367507;pubmed:22705145;pubmed:32318874;pubmed:35624807;pubmed:7055559;pubmed:7915653
HCYSALANaEx	pubmed:1623596;pubmed:32318874;pubmed:36671064
HCYSARGNaEx	pubmed:1623596;pubmed:32318874;pubmed:36671064;pubmed:7055559;pubmed:7915653
HCYSCITRNaEx	pubmed:1623596;pubmed:32318874;pubmed:36671064;pubmed:7055559;pubmed:7915653
HCYSLYSNaEx	pubmed:1623596;pubmed:32318874;pubmed:36671064;pubmed:7055559;pubmed:7915653
HCYSMMARGNaEx	pubmed:1623596;pubmed:32318874;pubmed:36671064;pubmed:7055559;pubmed:7915653;pubmed:9279204
HCYSORNNaEx	pubmed:1623596;pubmed:32318874;pubmed:36671064;pubmed:6893152;pubmed:7055559;pubmed:7081429;pubmed:7915653
HCYSSERNaEx	pubmed:1623596;pubmed:32318874;pubmed:36671064
HCYSTHRNaEx	pubmed:1623596;pubmed:32318874;pubmed:36671064
HCYSte	pubmed:1623596;pubmed:32318874;pubmed:36671064;pubmed:7055559;pubmed:7240192;pubmed:7915653
HDHA10te	pubmed:15294349;pubmed:17164127;pubmed:17651993;pubmed:20631410;pubmed:21398593;pubmed:22178722;pubmed:27514704;pubmed:31782268;pubmed:33112511;pubmed:36643550
HDHA11te	pubmed:15294349;pubmed:17164127;pubmed:17651993;pubmed:20631410;pubmed:21398593;pubmed:22178722;pubmed:27514704;pubmed:31782268;pubmed:33112511;pubmed:36643550
HDHA13te	pubmed:15294349;pubmed:17164127;pubmed:17651993;pubmed:20631410;pubmed:21398593;pubmed:22178722;pubmed:27514704;pubmed:31782268;pubmed:33112511;pubmed:36643550
HDHA14te	pubmed:15294349;pubmed:17164127;pubmed:17651993;pubmed:20631410;pubmed:21398593;pubmed:22178722;pubmed:27514704;pubmed:31782268;pubmed:33112511;pubmed:36643550
HDHA16te	pubmed:15294349;pubmed:17164127;pubmed:17651993;pubmed:20631410;pubmed:21398593;pubmed:22178722;pubmed:27514704;pubmed:31782268;pubmed:33112511;pubmed:36643550
HDHA17te	pubmed:15294349;pubmed:17164127;pubmed:17651993;pubmed:20631410;pubmed:21398593;pubmed:22178722;pubmed:27514704;pubmed:31782268;pubmed:33112511;pubmed:36643550
HDHA20te	pubmed:15294349;pubmed:17164127;pubmed:17651993;pubmed:20631410;pubmed:21398593;pubmed:22178722;pubmed:27514704;pubmed:31782268;pubmed:33112511;pubmed:36643550
HDHA4te	pubmed:15294349;pubmed:17164127;pubmed:17651993;pubmed:20631410;pubmed:21398593;pubmed:22178722;pubmed:27514704;pubmed:31782268;pubmed:33112511;pubmed:36643550
HDHA7te	pubmed:15294349;pubmed:17164127;pubmed:17651993;pubmed:20631410;pubmed:21398593;pubmed:22178722;pubmed:27514704;pubmed:31782268;pubmed:33112511;pubmed:36643550
HDHA8te	pubmed:15294349;pubmed:17164127;pubmed:17651993;pubmed:20631410;pubmed:21398593;pubmed:22178722;pubmed:27514704;pubmed:31782268;pubmed:33112511;pubmed:36643550
HEMATINABCte	pubmed:17661442;pubmed:20705604;pubmed:22655043;pubmed:23792964;pubmed:29192381;pubmed:35950458
HEPE11te	pubmed:15294349;pubmed:17164127;pubmed:17651993;pubmed:20631410;pubmed:21398593;pubmed:22178722;pubmed:27514704;pubmed:31782268;pubmed:33112511;pubmed:36643550
HEPE12te	pubmed:15294349;pubmed:17164127;pubmed:17651993;pubmed:20631410;pubmed:21398593;pubmed:22178722;pubmed:27514704;pubmed:31782268;pubmed:33112511;pubmed:36643550
HEPE15te	pubmed:15294349;pubmed:17164127;pubmed:17651993;pubmed:20631410;pubmed:21398593;pubmed:22178722;pubmed:27514704;pubmed:31782268;pubmed:33112511;pubmed:36643550
HEPE18te	pubmed:15294349;pubmed:17164127;pubmed:17651993;pubmed:20631410;pubmed:21398593;pubmed:22178722;pubmed:27514704;pubmed:31782268;pubmed:33112511;pubmed:36643550
HEPE5te	pubmed:15294349;pubmed:17164127;pubmed:17651993;pubmed:20631410;pubmed:21398593;pubmed:22178722;pubmed:27514704;pubmed:31782268;pubmed:33112511;pubmed:36643550
HEPE8te	pubmed:15294349;pubmed:17164127;pubmed:17651993;pubmed:20631410;pubmed:21398593;pubmed:22178722;pubmed:27514704;pubmed:31782268;pubmed:33112511;pubmed:36643550
HEPE9te	pubmed:15294349;pubmed:17164127;pubmed:17651993;pubmed:20631410;pubmed:21398593;pubmed:22178722;pubmed:27514704;pubmed:31782268;pubmed:33112511;pubmed:36643550
HETE11te	pubmed:15294349;pubmed:17164127;pubmed:17651993;pubmed:20631410;pubmed:21398593;pubmed:22178722;pubmed:27514704;pubmed:31782268;pubmed:33112511;pubmed:36643550
HETE12te	pubmed:15294349;pubmed:17164127;pubmed:17651993;pubmed:20631410;pubmed:21398593;pubmed:22178722;pubmed:27514704;pubmed:31782268;pubmed:33112511;pubmed:36643550
HETE15te	pubmed:15294349;pubmed:17164127;pubmed:17651993;pubmed:20631410;pubmed:21398593;pubmed:22178722;pubmed:27514704;pubmed:31782268;pubmed:33112511;pubmed:36643550
HETE5te	pubmed:15294349;pubmed:17164127;pubmed:17651993;pubmed:20631410;pubmed:21398593;pubmed:22178722;pubmed:27514704;pubmed:31782268;pubmed:33112511;pubmed:36643550
HETE8te	pubmed:15294349;pubmed:17164127;pubmed:17651993;pubmed:20631410;pubmed:21398593;pubmed:22178722;pubmed:27514704;pubmed:31782268;pubmed:33112511;pubmed:36643550
HETE9te	pubmed:15294349;pubmed:17164127;pubmed:17651993;pubmed:20631410;pubmed:21398593;pubmed:22178722;pubmed:27514704;pubmed:31782268;pubmed:33112511;pubmed:36643550
HISADMARGNaEx	pubmed:22367507;pubmed:22705145;pubmed:32318874;pubmed:35624807;pubmed:7055559;pubmed:7915653
HISARGNaEx	pubmed:32318874;pubmed:7055559;pubmed:7915653
HISCITRNaEx	pubmed:32318874;pubmed:7055559;pubmed:7915653
HISCITRtex	pubmed:32318874;pubmed:7055559;pubmed:7915653
HISLYSNaEx	pubmed:32318874;pubmed:7055559;pubmed:7915653
HISLYStex	pubmed:32318874;pubmed:7055559;pubmed:7915653
HISMMARGNaEx	pubmed:32318874;pubmed:7055559;pubmed:7915653;pubmed:9279204
HISNaHtex	pubmed:6144310;pubmed:7372663;pubmed:7915653
HISORNNaEx	pubmed:32318874;pubmed:6893152;pubmed:7055559;pubmed:7081429;pubmed:7915653
HISORNtex	pubmed:32318874;pubmed:6893152;pubmed:7055559;pubmed:7081429;pubmed:7915653
HISTAt	pubmed:4383664
HIStec	pubmed:32318874;pubmed:7055559;pubmed:7915653
HMOBD_Cltex	pubmed:24272853;pubmed:32646441;pubmed:8414913
HNO2t	pubmed:11078710;pubmed:31530173
HODE13te	pubmed:15294349;pubmed:17651993;pubmed:20631410;pubmed:21398593;pubmed:22178722;pubmed:31782268;pubmed:33112511;pubmed:36643550
HODE9te	pubmed:15294349;pubmed:17651993;pubmed:20631410;pubmed:21398593;pubmed:22178722;pubmed:31782268;pubmed:33112511;pubmed:36643550
HOMOVALt
HONOOt	pubmed:31530173;pubmed:36643550
HSERALAex
HSERASNex
HSERCYSex
HSERGLNex
HSERGLYex
HSERILEex
HSERLEUex
HSERMETex
HSERPHEex
HSERPROex
HSERSERex
HSERTHRex
HSERTRPex
HSERTYRex
HSERVALex
HYXNt	doi:10.1016/B978-0-12-677201-2.X5001-6;pubmed:2141093;pubmed:2630803;pubmed:26455426;pubmed:27759477;pubmed:3379069;pubmed:33806028;pubmed:4072092;pubmed:4696411;pubmed:5027755;pubmed:5160738;pubmed:5545262
H_2Clt
Ht	pubmed:20962000;pubmed:2141093;pubmed:2630803
ILEADMARGNaEx	pubmed:22367507;pubmed:22705145;pubmed:32318874;pubmed:35624807;pubmed:7055559;pubmed:7915653
ILEARGNaEx	pubmed:32318874;pubmed:7055559;pubmed:7915653
ILECITRNaEx	pubmed:32318874;pubmed:7055559;pubmed:7915653
ILELEUex
ILELYSNaEx	pubmed:32318874;pubmed:7055559;pubmed:7915653
ILEMETex
ILEMMARGNaEx	pubmed:32318874;pubmed:7055559;pubmed:9279204
ILEORNNaEx	pubmed:32318874;pubmed:6893152;pubmed:7055559;pubmed:7081429;pubmed:7915653
ILEPHEex
ILEPROex
ILESERex
ILETHRex
ILETRPex
ILETYRex
ILEVALex
ILEtec	pubmed:32318874;pubmed:7055559;pubmed:7915653
INDSABCte	pubmed:31266243
INDStec	pubmed:21446918;pubmed:26377792;pubmed:29976888
INOSTt
INSt	doi:10.1016/B978-0-12-677201-2.X5001-6;pubmed:2141093;pubmed:2630803;pubmed:27759477;pubmed:33806028;pubmed:4072092;pubmed:4696411;pubmed:5027755;pubmed:5160738;pubmed:5545262
KCC2t	pubmed:12657561;pubmed:1443104
KCCt	pubmed:12657561;pubmed:1443104;pubmed:19540949;pubmed:28496185;pubmed:33806028
Kt1	pubmed:19540949;pubmed:2630804;pubmed:29057326
LADRNCHRGTHABCte	pubmed:11437348;pubmed:16364236;pubmed:17710652
LDOPAt	pubmed:34925607;pubmed:7915653
LDPAMt	pubmed:2436624;pubmed:34925607;pubmed:8737076
LDPCHRGTHABCte	pubmed:11437348;pubmed:16364236;pubmed:17710652
LEUADMARGNaEx	pubmed:22367507;pubmed:22705145;pubmed:32318874;pubmed:35624807;pubmed:7055559;pubmed:7915653
LEUARGNaEx	pubmed:32318874;pubmed:7055559;pubmed:7915653
LEUCITRNaEx	pubmed:32318874;pubmed:7055559;pubmed:7915653
LEUKTRA4t	pubmed:3006048
LEUKTRA5t	pubmed:3006048
LEUKTRB4ABCte	pubmed:17959747
LEUKTRB5ABCte	pubmed:17959747
LEUKTRC4ABCte	pubmed:11437348;pubmed:17959747;pubmed:19826192
LEUKTRC5ABCte	pubmed:11437348;pubmed:17959747;pubmed:19826192
LEULDOPAex
LEULYSNaEx	pubmed:32318874;pubmed:7055559;pubmed:7915653
LEUMETex
LEUMMARGNaEx	pubmed:32318874;pubmed:7055559;pubmed:7915653;pubmed:9279204
LEUORNNaEx	pubmed:32318874;pubmed:6893152;pubmed:7055559;pubmed:7081429;pubmed:7915653
LEUPHEex
LEUPROex
LEUSERex
LEUTHRex
LEUTRPex
LEUTYRex
LEUVALex
LEUtec	pubmed:32318874;pubmed:7055559;pubmed:7915653
LHCYSTINt	pubmed:32318874;pubmed:7055559;pubmed:7915653
LIPTt	pubmed:7632170
LIt	pubmed:2630804;pubmed:690597;pubmed:7354809
LKYNRtr	pubmed:32318874;pubmed:37976448;pubmed:7055559;pubmed:7915653
LLAC_2HBtex	pubmed:11005765;pubmed:12739169;pubmed:22131303;pubmed:22162139;pubmed:22878645;pubmed:25371203;pubmed:6764785;pubmed:8476015
LLAC_5OXPROtex	pubmed:11005765;pubmed:12739169;pubmed:22131303;pubmed:22162139;pubmed:22878645;pubmed:25371203;pubmed:6764785;pubmed:8476015
LLAC_ACACtex	pubmed:11005765;pubmed:12739169;pubmed:22131303;pubmed:22162139;pubmed:22878645;pubmed:25371203;pubmed:6764785;pubmed:8476015
LLAC_ACtex	pubmed:11005765;pubmed:12739169;pubmed:22131303;pubmed:22162139;pubmed:22878645;pubmed:25371203;pubmed:6764785;pubmed:8476015
LLAC_BUTtex	pubmed:11005765;pubmed:12739169;pubmed:22131303;pubmed:22162139;pubmed:22878645;pubmed:25371203;pubmed:6764785;pubmed:8476015
LLAC_DLACtex	pubmed:11005765;pubmed:12739169;pubmed:22131303;pubmed:22162139;pubmed:22878645;pubmed:25371203;pubmed:6764785;pubmed:8476015
LLAC_GLYCLTtex	pubmed:11005765;pubmed:12739169;pubmed:22131303;pubmed:22162139;pubmed:22878645;pubmed:25371203;pubmed:6764785;pubmed:8476015
LLAC_PPAtex	pubmed:11005765;pubmed:12739169;pubmed:22131303;pubmed:22162139;pubmed:22878645;pubmed:25371203;pubmed:6764785;pubmed:8476015
LNRPPHRCHRGTHABCte	pubmed:11437348;pubmed:16364236;pubmed:17710652
LYSCITRtex	pubmed:32318874;pubmed:7055559;pubmed:7915653
LYSORNtex	pubmed:32318874;pubmed:6893152;pubmed:7055559;pubmed:7081429;pubmed:7915653
LYStec	pubmed:32318874;pubmed:7915653
L_LACt2	pubmed:11005765;pubmed:12739169;pubmed:22131303;pubmed:22162139;pubmed:22878645;pubmed:25371203;pubmed:6764785;pubmed:8476015
MALt	pubmed:7138916
MANt1r	pubmed:5773084
ME2DMT1t	pubmed:17109629;pubmed:23177986;pubmed:32646441
MEPIt	pubmed:4628221
MERCPURt
METADMARGNaEx	pubmed:22367507;pubmed:22705145;pubmed:32318874;pubmed:35624807;pubmed:7055559;pubmed:7915653
METARGNaEx	pubmed:32318874;pubmed:7055559;pubmed:7915653
METCITRNaEx	pubmed:32318874;pubmed:7055559;pubmed:7915653
METLYSNaEx	pubmed:32318874;pubmed:7055559;pubmed:7915653
METMMARGNaEx	pubmed:32318874;pubmed:7055559;pubmed:7915653;pubmed:9279204
METORNNaEx	pubmed:32318874;pubmed:6893152;pubmed:7055559;pubmed:7081429;pubmed:7915653
METPHEex
METPROex
METSERex
METTHRex
METTRPex
METTYRex
METVALex
METtec	pubmed:1623596;pubmed:32318874;pubmed:7055559;pubmed:7240192;pubmed:7915653
MG2NAtex2	pubmed:15353477;pubmed:36331552
MG2tec	pubmed:25955826;pubmed:2630804;pubmed:29057326;pubmed:33690597
MMARGARGtex	pubmed:32318874;pubmed:6817948;pubmed:7055559;pubmed:7915653;pubmed:9279204
MMARGCITRtex	pubmed:32318874;pubmed:6817948;pubmed:7055559;pubmed:7915653;pubmed:9279204
MMARGHIStex	pubmed:32318874;pubmed:6817948;pubmed:7055559;pubmed:7915653;pubmed:9279204
MMARGLYStex	pubmed:32318874;pubmed:6817948;pubmed:7055559;pubmed:7915653;pubmed:9279204
MMARGORNtex	pubmed:32318874;pubmed:6817948;pubmed:6893152;pubmed:7055559;pubmed:7081429;pubmed:791565;pubmed:9279204
MMARGt_L	pubmed:32318874;pubmed:6817948;pubmed:7915653;pubmed:9279204
MMAt2	doi:10.1134/S1990747816040097;pubmed:11861637;pubmed:20457942;pubmed:23417980;pubmed:26354748;pubmed:33633837;pubmed:35835865;pubmed:36643550;pubmed:8576117
MN2_2HCO3t	pubmed:22456662;pubmed:22898811;pubmed:27422508
MN2t	pubmed:32646441;pubmed:9315607
N2O3t	pubmed:18243141;pubmed:9164668
NACt	pubmed:1463467;pubmed:223261
NAt	pubmed:15292511;pubmed:2630804;pubmed:690597
NCAMt	pubmed:1463467;pubmed:223261
NH3t	doi:10.1134/S1990747816040097;pubmed:11861637;pubmed:15572441;pubmed:19273840;pubmed:20457942;pubmed:23417980;pubmed:26354748;pubmed:33633837;pubmed:35835865;pubmed:36643550;pubmed:8576117
NH4t	doi:10.1134/S1990747816040097;pubmed:11861637;pubmed:15572441;pubmed:19273840;pubmed:20457942;pubmed:23417980;pubmed:26354748;pubmed:33633837;pubmed:35835865;pubmed:36643550;pubmed:8576117
NKCC2t	pubmed:12657561
NKCCt	pubmed:12657561;pubmed:19540949;pubmed:28496185
NO2_2Natex	pubmed:10820226;pubmed:10962014;pubmed:12672655;pubmed:3204363
NO2_Cltex	pubmed:11078710;pubmed:31530173;pubmed:34669510
NO3_Cltex	pubmed:31530173;pubmed:34669510
NORMETEt	pubmed:4628221
NOt	pubmed:31530173;pubmed:36643550
NRPPHRGTHABCte	pubmed:11437348;pubmed:16364236;pubmed:17710652
NRPPHRt	pubmed:34925607;pubmed:8737076
NaHtex	pubmed:10672002;pubmed:12765964;pubmed:2541250
NaKt	doi:10.1016/B978-0-12-677201-2.X5001-6;pubmed:19540949;pubmed:2141094;pubmed:29057326
NaLitex	pubmed:12082497;pubmed:690597;pubmed:7354809;pubmed:8523391
O2S_Cltex	pubmed:34669510;pubmed:36643550
O2St	pubmed:36643550
O2t	pubmed:36643550
OH1t	pubmed:36643550
ONOO_Cltex	pubmed:31530173;pubmed:34669510;pubmed:36643550
ORNtec	pubmed:32318874;pubmed:6893152;pubmed:7081429;pubmed:7915653
OROTGLUex	pubmed:21446918;pubmed:26377792;pubmed:29976888
PCFLOPt	pubmed:10947968;pubmed:28134466;pubmed:9651491
PCSCRt	pubmed:3964706;pubmed:9218461
PEFLIPt	pubmed:28134466;pubmed:9651491
PEFLOPt	pubmed:28134466;pubmed:9651491
PESCRt	pubmed:9218461
PETHt	pubmed:12228763
PGA1GTHABC	pubmed:11437348;pubmed:16364236;pubmed:17710652;pubmed:9426231
PGA2GTHABC	pubmed:11437348;pubmed:16364236;pubmed:17710652;pubmed:9426231
PGA3GTHABC	pubmed:11437348;pubmed:16364236;pubmed:17710652;pubmed:9426231
PGE1ABCte	pubmed:24657656
PGE2ABCte	pubmed:24657656
PGE3ABCte	pubmed:24657656
PGF1ABCte	pubmed:24657656
PGF2ABCte	pubmed:24657656
PGF3ABCte	pubmed:24657656
PHEADMARGNaEx	pubmed:22367507;pubmed:22705145;pubmed:32318874;pubmed:35624807;pubmed:7055559;pubmed:7915653
PHEARGNaEx	pubmed:32318874;pubmed:7055559;pubmed:7915653
PHECITRNaEx	pubmed:32318874;pubmed:7055559;pubmed:7915653
PHELYSNaEx	pubmed:32318874;pubmed:7055559;pubmed:7915653
PHEMEt
PHEMMARGNaEx	pubmed:32318874;pubmed:7055559;pubmed:7915653;pubmed:9279204
PHEORNNaEx	pubmed:32318874;pubmed:6893152;pubmed:7055559;pubmed:7081429;pubmed:7915653
PHEPROex
PHESERex
PHETHRex
PHETRPex
PHETYRex
PHEVALex
PHEtec	pubmed:32318874;pubmed:7055559;pubmed:7915653
PI2Natex	pubmed:10820226;pubmed:10962014;pubmed:12672655;pubmed:3204363
PISCRt
PIt	pubmed:2630804;pubmed:3204363
PNTOt	pubmed:19584050;pubmed:4254693;pubmed:9553068
PPA_ACACtex	pubmed:11005765;pubmed:12739169;pubmed:22131303;pubmed:22162139;pubmed:22878645;pubmed:25371203;pubmed:6764785;pubmed:8476015
